,ticker,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
283,NASDAQ:STRT,STRT,STRATTEC SECURITY CORPORATION,strattec-security,stock,['common'],310065271.68523943,USD,74.39,100,1,false,0,USD,3.882139366010336,373357,15.031015740235599,4.9491,399.30387409200966,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,5.5609390639149705
284,NASDAQ:NATR,NATR,"Nature's Sunshine Products, Inc.",nature-s-sunshine-products,stock,['common'],283932409.0129033,USD,16.1,100,1,false,0,USD,3.870967741935493,130614,21.587556985787074,0.7458,-6.62326280205333,0.0,Health technology,Health Technology,america,1.0,1.343596791349234
285,NASDAQ:VTSI,VTSI,"VirTra, Inc.",virtra,stock,['common'],81871745.79857142,USD,7.27,100,1,false,0,USD,3.8571428571428514,102748,56.53188180404354,0.1286,-78.83824255389172,0.0,Technology services,Technology Services,america,1.0,1.2147968087169132
286,NASDAQ:AVIR,AVIR,"Atea Pharmaceuticals, Inc.",atea-pharmaceuticals,stock,['common'],278545015.03846157,USD,3.51,100,1,false,0,USD,3.8461538461538427,296258,,-1.6123,23.242085217805275,0.0,Health technology,Health Technology,america,1.5,0.953675018219932
287,NASDAQ:MMLP,MMLP,Martin Midstream Partners L.P.,martin-midstream-partners,stock,['common'],127319579.28025475,USD,3.26,100,1,false,0,USD,3.8216560509554034,23463,,-0.3934,-340.7588739290086,0.636942675159236,Industrial services,Industrial Services,america,2.0,1.4219569103966547
288,NASDAQ:KPRX,KPRX,"Kiora Pharmaceuticals, Inc.",kiora-pharmaceuticals,stock,['common'],7457449.110169493,USD,2.45,100,1,false,0,USD,3.8135593220339112,249860,,-3.2769,57.42073804573805,0.0,Health technology,Health Technology,america,1.0,4.35075597562908
289,NASDAQ:REAX,REAX,"The Real Brokerage, Inc.",the-real-brokerage,stock,['common'],843358000.0,USD,4.09,100,1,false,0,USD,3.807106598984769,1811780,,-0.064,64.81583287520615,0.0,Commercial services,Commercial Services,america,1.0,1.8479587826592683
290,NASDAQ:CLNN,CLNN,Clene Inc.,clene,stock,['common'],34314094.61956521,USD,3.82,100,1,false,0,USD,3.8043478260869477,18498,,-2.8773,27.676955560024137,0.0,Health technology,Health Technology,america,1.0,0.22018414145682436
291,NASDAQ:IPDN,IPDN,"Professional Diversity Network, Inc.",professional-diversity-network,stock,['common'],4583226.792452831,USD,2.2,100,1,false,0,USD,3.7735849056603805,131823,,-1.7099,53.7327164001407,0.0,Commercial services,Commercial Services,america,,0.037491555206580256
292,NASDAQ:IROH,IROH,Iron Horse Acquisitions Corp.,iron-horse-acquisitions,stock,['common'],100995130.0,USD,11.39,100,1,false,0,USD,3.734061930783243,452,102.42805755395685,0.1112,,0.0,Finance,Finance,america,,0.032893779291473815
293,NASDAQ:CVRX,CVRX,"CVRx, Inc.",cvrx,stock,['common'],196399440.22790056,USD,7.51,100,1,false,0,USD,3.7292817679557952,218365,,-2.1031,18.062103089570268,0.0,Health technology,Health Technology,america,1.285714,0.6320077566495904
294,NASDAQ:ESCA,ESCA,"Escalade, Incorporated",escalade-incorporated,stock,['common'],168957845.02372882,USD,12.24,100,1,false,0,USD,3.7288135593220293,17424,13.3946158896914,0.9138,7.9503839338452345,5.08474576271186,Consumer durables,Consumer Durables,america,1.0,0.864264279159743
295,NASDAQ:ALEC,ALEC,"Alector, Inc.",alector,stock,['common'],225703497.455814,USD,2.23,100,1,false,0,USD,3.720930232558143,4208557,,-1.1653,35.461896322552064,0.0,Health technology,Health Technology,america,1.5,2.790213956821187
296,NYSE:USM,USM,United States Cellular Corporation,us-cellular,stock,['common'],6547650809.100203,USD,77.01,100,1,false,0,USD,3.717171717171724,1000446,,-0.464,-167.3244341265235,0.0,Communications,Communications,america,1.3,1.9437137719699598
297,NASDAQ:KEQU,KEQU,Kewaunee Scientific Corporation,kewaunee-scientific,stock,['common'],161997902.0198113,USD,54.97,100,1,false,0,USD,3.7169811320754698,10348,14.353979527888029,3.8296,-39.69038882502086,0.0,Health technology,Health Technology,america,,1.1068800273831936
298,NASDAQ:PMTS,PMTS,CPI Card Group Inc.,cpi-card,stock,['common'],155007663.7856604,USD,13.74,100,1,false,0,USD,3.698113207547171,196881,12.293101905699205,1.1177,-26.995427824951012,0.0,Finance,Finance,america,1.0,2.4821354728741594
299,NASDAQ:RRGB,RRGB,"Red Robin Gourmet Burgers, Inc.",red-robin-gourmet-burgers,stock,['common'],104464543.29049298,USD,5.89,100,1,false,0,USD,3.6971830985915486,313480,,-4.2152,-140.483797352807,0.0,Consumer services,Consumer Services,america,1.25,1.5553206025403703
300,NASDAQ:UPB,UPB,"Upstream Bio, Inc.",upstream-bio,stock,['common'],894357404.29875,USD,16.59,100,1,false,0,USD,3.687499999999999,1453429,,-2.0505,,0.0,Health technology,Health Technology,america,1.0,2.963777343889396
301,NASDAQ:LQDA,LQDA,Liquidia Corporation,liquidia,stock,['common'],1812271890.3471882,USD,21.2,100,1,false,0,USD,3.6674816625916873,3492588,,-1.5648,0.261329593983045,0.0,Health technology,Health Technology,america,1.222222,1.3879858652750146
302,NASDAQ:ASTC,ASTC,Astrotech Corporation,astrotech,stock,['common'],9430067.36,USD,5.5669,100,1,false,0,USD,3.6666666666666723,930,,-8.3781,-24.7557924831735,0.0,Electronic technology,Electronic Technology,america,,0.25055904302610194
303,AMEX:VNTG,VNTG,Vantage Corp,vantage,stock,['common'],155831125.0,USD,5.09,100,1,false,0,USD,3.6659877800407275,386044,,,,0.0,Transportation,Transportation,america,,0.650144438555638
304,NASDAQ:EMBC,EMBC,Embecta Corp.,embecta,stock,['common'],743973119.3346906,USD,12.73,100,1,false,0,USD,3.6644951140065234,1293946,8.89960850111857,1.4304,18.489065606361816,4.88599348534202,Health technology,Health Technology,america,1.875,1.740486646386147
305,NYSE:QS,QS,QuantumScape Corporation,quantumscape,stock,['common'],5139481174.863014,USD,9.08,100,1,false,0,USD,3.6529680365296837,23718851,,-0.866,9.20528412665129,0.0,Producer manufacturing,Producer Manufacturing,america,2.25,0.5390842331167236
306,NASDAQ:ARDX,ARDX,"Ardelyx, Inc.",ardelyx,stock,['common'],1301307312.7831094,USD,5.4,100,1,false,0,USD,3.646833013435708,3414429,,-0.2363,15.243902439024385,0.0,Health technology,Health Technology,america,1.125,0.6334675519651779
307,NYSE:BALY,BALY,Bally's Corporation,bally-s-corporation,stock,['common'],487681309.9427084,USD,9.95,100,1,false,0,USD,3.64583333333333,35798,,-8.7817,15.164132387889554,0.0,Consumer services,Consumer Services,america,2.0,0.8418661311032826
308,NYSE:TCI,TCI,"Transcontinental Realty Investors, Inc.",transcontinental-realty-investors,stock,['common'],372786503.80403453,USD,43.15,100,1,false,0,USD,3.6263208453410134,1459,56.46427636744308,0.7642,11.204889406286373,0.0,Finance,Finance,america,,0.8356242840778924
309,NASDAQ:SVCO,SVCO,"Silvaco Group, Inc.",silvaco,stock,['common'],126085746.60424471,USD,4.15,100,1,false,0,USD,3.6204744069912724,90457,,-1.0725,,0.0,Technology services,Technology Services,america,1.0,1.100896105113142
310,NYSE:MNTN,MNTN,"MNTN, Inc.",mntn,stock,['common'],1741134501.042602,USD,22.62,100,1,false,0,USD,3.618873110398547,769615,,-1.0307,-59.77367849945744,0.0,Technology services,Technology Services,america,1.277778,0.7574636917111998
311,NASDAQ:TERN,TERN,"Terns Pharmaceuticals, Inc.",terns-pharmaceuticals,stock,['common'],551319591.1677632,USD,6.3,100,1,false,0,USD,3.6184210526315748,964895,,-1.0454,20.368677635588046,0.0,Health technology,Health Technology,america,1.125,0.8993541189075527
312,NASDAQ:BRID,BRID,Bridgford Foods Corporation,bridgford-foods,stock,['common'],70254676.53012048,USD,7.74,100,1,false,0,USD,3.614457831325307,1199,,-0.8146,-615.89613679544,0.0,Consumer non-durables,Consumer Non-Durables,america,,0.8235455731849715
313,NYSE:PSFE,PSFE,Paysafe Limited,paysafe,stock,['common'],698353656.9392606,USD,11.77,100,1,false,0,USD,3.6091549295774663,610679,,-0.0223,89.74241030358785,0.0,Commercial services,Commercial Services,america,2.0,1.7777702088216765
314,NYSE:CW,CW,Curtiss-Wright Corporation,curtiss-wright,stock,['common'],18442303342.028152,USD,489.47,100,1,false,0,USD,3.6068835594691318,460461,41.297121258141814,11.8524,16.228487374356458,0.184154266240501,Electronic technology,Electronic Technology,america,1.388889,1.0728760032415017
315,AMEX:ZDGE,ZDGE,"Zedge, Inc.",zedge,stock,['common'],47030127.522522524,USD,3.45,100,1,false,0,USD,3.603603603603607,35143,,-0.1345,78.93830253679926,0.0,Technology services,Technology Services,america,1.0,0.7387344209501827
316,AMEX:AIM,AIM,AIM ImmunoTech Inc.,aim-immunotech,stock,['common'],7159246.92,USD,2.59,100,1,false,0,USD,3.5999999999999943,91293,,-24.798,60.99962254655259,0.0,Health technology,Health Technology,america,,0.10455026653773054
317,NASDAQ:PHVS,PHVS,Pharvaris N.V.,pharvaris-nv,stock,['common'],1334919617.562624,USD,20.84,100,1,false,0,USD,3.5785288270377675,99718,,-3.0186,-18.080112658425918,0.0,Health technology,Health Technology,america,1.136364,0.9556658744153952
318,NASDAQ:UOKA,UOKA,MDJM LTD,mdjm-ltd,stock,['common'],2842637.934659866,USD,2.66,100,1,false,0,USD,3.5785210856275196,5991,,-5.428,-118.4569565742343,0.0,Finance,Finance,america,,0.17346061306209737
319,NASDAQ:BBIO,BBIO,"BridgeBio Pharma, Inc.",bridgebio-pharma,stock,['common'],9221968938.141691,USD,48.24,100,1,false,0,USD,3.5637612709317383,2335557,,-4.094,-55.293403633880835,0.0,Health technology,Health Technology,america,1.119048,0.6185898846773185
320,NASDAQ:PCT,PCT,"PureCycle Technologies, Inc.",purecycle-technologies,stock,['common'],2303390741.750607,USD,12.79,100,1,false,0,USD,3.5627530364372433,3412174,,-1.6736,-74.15192507804372,0.0,Industrial services,Industrial Services,america,1.4,1.0223042713721104
321,NYSE:BKE,BKE,"Buckle, Inc. (The)",buckle,stock,['common'],2785496751.8096237,USD,54.45,100,1,false,0,USD,3.5564853556485443,1116009,14.021579584374114,3.8833,-8.261280415780758,2.66260935717003,Retail trade,Retail Trade,america,2.0,2.4096345740908074
322,NASDAQ:OBLG,OBLG,Oblong Inc.,oblong,stock,['common'],6701194.230769231,USD,3.5,100,1,false,0,USD,3.550295857988169,91705,,-14.3841,70.6753351599961,0.0,Electronic technology,Electronic Technology,america,,1.2989873550404902
323,NASDAQ:MEDP,MEDP,"Medpace Holdings, Inc.",medpace-holdings,stock,['common'],12635400124.77472,USD,449.77,100,1,false,0,USD,3.550132381719802,567461,33.44785787058727,13.4469,26.424602540357068,0.0,Commercial services,Commercial Services,america,2.107143,1.3034709625284344
324,NASDAQ:AMCX,AMCX,AMC Networks Inc.,amc-networks,stock,['common'],303708416.5267993,USD,6.76,100,1,false,0,USD,3.5222052067381244,1388618,,-4.3684,-432.6024059692402,0.0,Consumer services,Consumer Services,america,2.3125,1.5510753003452065
325,NYSE:HE,HE,"Hawaiian Electric Industries, Inc.",hawaiian-electric-industries,stock,['common'],1928074493.3846154,USD,11.17,100,1,false,0,USD,3.5217794253938908,2805054,,-0.3318,96.85411155673124,0.0,Utilities,Utilities,america,1.75,1.6072243832273407
326,NASDAQ:AMRX,AMRX,"Amneal Pharmaceuticals, Inc.",amneal-pharmaceuticals,stock,['common'],2776461134.1452,USD,8.84,100,1,false,0,USD,3.5128805620608987,1727022,1381.25,0.0064,,0.0,Health technology,Health Technology,america,1.0,1.0430939063677203
327,NASDAQ:INTC,INTC,Intel Corporation,intel,stock,['common'],90385053456.15788,USD,20.65,100,1,false,0,USD,3.5087719298245577,174834673,,-4.7628,-2174.3902439024387,2.5062656641604,Electronic technology,Electronic Technology,america,2.045455,2.005039065323686
328,NASDAQ:RGTI,RGTI,"Rigetti Computing, Inc.",rigetti-computing-redeemable,stock,['common'],5157585336.045338,USD,15.98,100,1,false,0,USD,3.4974093264248767,28374935,,-0.6999,-33.51774132010682,0.0,Electronic technology,Electronic Technology,america,1.0625,0.8348899419958921
329,NASDAQ:ZYME,ZYME,Zymeworks Inc.,zymeworks,stock,['common'],942157128.502496,USD,12.44,100,1,false,0,USD,3.494176372712146,463292,,-0.9803,35.595558767492285,0.0,Health technology,Health Technology,america,1.222222,0.9809458615671564
330,NASDAQ:NEXT,NEXT,NextDecade Corporation,nextdecade,stock,['common'],2803275630.6092844,USD,10.7,100,1,false,0,USD,3.481624758220497,2694139,,-0.7939,-1397.9245283018868,0.0,Energy minerals,Energy Minerals,america,1.0,1.0332837901747454
331,NASDAQ:LUNR,LUNR,"Intuitive Machines, Inc.",intuitive-machines,stock,['common'],1810670033.3384302,USD,10.15,100,1,false,0,USD,3.4658511722731893,6734383,,-2.636,-186.45946533362314,0.0,Electronic technology,Electronic Technology,america,1.388889,0.9508099602903406
332,NASDAQ:COLL,COLL,"Collegium Pharmaceutical, Inc.",collegium-pharmaceutical,stock,['common'],1138486868.6315486,USD,36.14,100,1,false,0,USD,3.464070999141142,641484,34.887537407085624,1.0359,-59.844167926503076,0.0,Health technology,Health Technology,america,1.2,1.5131227457387963
333,NASDAQ:LFVN,LFVN,Lifevantage Corporation,lifevantage-corporation,stock,['common'],173213393.0105263,USD,13.76,100,1,false,0,USD,3.4586466165413463,58768,19.70782010885133,0.6982,149.80322003577817,1.2406015037594,Health technology,Health Technology,america,1.0,0.8112073832460718
334,NASDAQ:RICK,RICK,"RCI Hospitality Holdings, Inc.",rci-hospitality-holdings,stock,['common'],317660573.8798516,USD,36.25,100,1,false,0,USD,3.4531963470319655,120053,43.19075419992851,0.8393,-59.06253048483073,0.799086757990868,Consumer services,Consumer Services,america,,1.6674120411780065
335,AMEX:MPTI,MPTI,"M-tron Industries, Inc.",m-tron-industries,stock,['common'],131571536.45183487,USD,45.1,100,1,false,0,USD,3.4403669724770642,32933,16.526805672615343,2.7289,69.96138515196812,0.0,Electronic technology,Electronic Technology,america,,0.7796435225408429
336,NASDAQ:OFIX,OFIX,Orthofix Medical Inc.,orthofix-medical,stock,['common'],511055817.9072741,USD,12.94,100,1,false,0,USD,3.437250199840126,390632,,-3.1761,0.846028971028968,0.0,Health technology,Health Technology,america,1.2,0.9135695120100227
337,NYSE:MG,MG,Mistras Group Inc,mistras,stock,['common'],282908213.9862543,USD,9.03,100,1,false,0,USD,3.4364261168384758,183317,24.972345132743364,0.3616,,0.0,Industrial services,Industrial Services,america,1.0,2.075127829830394
338,NYSE:MBI,MBI,MBIA Inc.,mbia,stock,['common'],304447115.439108,USD,6.03,100,1,false,0,USD,3.430531732418528,392259,,-4.5878,66.83318272185072,0.0,Finance,Finance,america,1.666667,0.6102258911854912
339,NYSE:AMC,AMC,"AMC Entertainment Holdings, Inc.",amc-entertainment-holdings,stock,['common'],1312425000.450512,USD,3.03,100,1,false,0,USD,3.4129692832764382,40881327,,-0.9813,26.0735271960223,0.0,Consumer services,Consumer Services,america,2.0,4.270636381260413
340,NASDAQ:HFFG,HFFG,HF Foods Group Inc.,hf-foods,stock,['common'],161694843.2711864,USD,3.05,100,1,false,0,USD,3.3898305084745637,85956,,-0.9379,-1774.8214285714287,0.0,Distribution services,Distribution Services,america,1.0,1.0970016106101175
341,NASDAQ:CFBK,CFBK,CF Bankshares Inc.,cf-bankshares,stock,['common'],151651854.9586984,USD,24.78,100,1,false,0,USD,3.3792240300375567,26900,8.915593293516586,2.7794,37.928638777231896,1.20984564038381,Finance,Finance,america,1.0,2.5637604361251953
342,NYSE:LUCK,LUCK,Lucky Strike Entertainment Corporation,bowlero,stock,['common'],1372607727.4107707,USD,9.79,100,1,false,0,USD,3.379091869060174,165416,,-0.0825,-115.36598994226112,2.32312565997888,Consumer services,Consumer Services,america,1.272727,1.1040275085830837
343,NASDAQ:SEAT,SEAT,Vivid Seats Inc.,,stock,['common'],178140151.8123508,USD,17.325,100,1,false,0,USD,3.3711217183770743,249217,,-21.6736,-1604.16732190596,0.0,Consumer services,Consumer Services,america,1.772727,0.6025794371051592
344,NASDAQ:LARK,LARK,Landmark Bancorp Inc.,landmark-bancorp,stock,['common'],147296762.07785887,USD,25.49,100,1,false,0,USD,3.3657745336577385,4795,9.082163471816433,2.8066,42.778653914636,3.32522303325223,Finance,Finance,america,,0.6425460636515911
345,NASDAQ:XMTR,XMTR,"Xometry, Inc.",xometry,stock,['common'],2187049421.4101825,USD,43.04,100,1,false,0,USD,3.362151777137364,525156,,-1.2272,-12.339802270230688,0.0,Technology services,Technology Services,america,1.3,0.3830583293099843
346,NASDAQ:NTRA,NTRA,"Natera, Inc.",natera,stock,['common'],21443275291.12524,USD,157.04,100,1,false,0,USD,3.349786113853244,1971877,,-1.9013,22.874411812429006,0.0,Health services,Health Services,america,1.195652,0.9928328304579832
347,NYSE:BH,BH,Biglari Holdings Inc.,biglari-holdings,stock,['common'],879547295.672722,USD,284.36,100,1,false,0,USD,3.3134718790873436,24447,22.33357418868399,12.7324,,0.0,Consumer services,Consumer Services,america,,1.2235674496123643
348,NYSE:BLND,BLND,"Blend Labs, Inc.",blend,stock,['common'],728696424.8791208,USD,2.82,100,1,false,0,USD,3.296703296703291,5399091,,-0.157,67.61551155115511,0.0,Technology services,Technology Services,america,1.285714,1.8615448417182578
349,NASDAQ:FBRX,FBRX,"Forte Biosciences, Inc.",forte-biosciences,stock,['common'],128367375.76609336,USD,10.51,100,1,false,0,USD,3.292383292383283,17882,,-13.8148,45.19132728967884,0.0,Health technology,Health Technology,america,1.0,0.24751166482806922
350,NASDAQ:ATLX,ATLX,Atlas Lithium Corporation,atlas-lithium,stock,['common'],117299009.75862068,USD,5.99,100,1,false,0,USD,3.275862068965524,728027,,-2.1755,46.37002341920374,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,1.0054684128206275
351,NASDAQ:IDN,IDN,"Intellicheck, Inc.",intellicheck,stock,['common'],100215162.87321064,USD,5.05,100,1,false,0,USD,3.2719836400818028,204433,,-0.0408,29.289428076256495,0.0,Technology services,Technology Services,america,1.25,1.4931282634084135
352,NASDAQ:ASLE,ASLE,AerSale Corporation,aersale,stock,['common'],402458332.3474576,USD,8.53,100,1,false,0,USD,3.2687651331719083,747606,60.36801132342533,0.1413,,0.0,Distribution services,Distribution Services,america,2.0,1.4545251497948486
353,NASDAQ:ZYBT,ZYBT,Zhengye Biotechnology Holding Limited,zhengye-biotechnology-limited,stock,['common'],254965602.88,USD,5.38,100,1,false,0,USD,3.2629558541266785,11675,161.56156156156155,0.0333,-64.87341772151898,0.0,Health technology,Health Technology,america,,0.8332322273528551
354,AMEX:EQX,EQX,Equinox Gold Corp.,equinox-gold,stock,['common'],5047303112.637795,USD,6.65,100,1,false,0,USD,3.2608695652173907,13550229,14.224953352420641,0.467488352,,0.0,Non-energy minerals,Non-Energy Minerals,america,1.5,1.2015118363497244
355,NYSE:SRFM,SRFM,Surf Air Mobility Inc.,surf-air-mobility,stock,['common'],138893494.726817,USD,4.12,100,1,false,0,USD,3.2581453634085182,2456625,,-4.2666,83.01269290184898,0.0,Transportation,Transportation,america,2.0,0.918769019121765
356,NASDAQ:XPEL,XPEL,"XPEL, Inc.",xpel,stock,['common'],959137499.910959,USD,34.67,100,1,false,0,USD,3.245979749851112,280554,19.7392393532225,1.7564,2.5754832681189064,0.0,Consumer durables,Consumer Durables,america,1.0,1.0568960210720701
357,NASDAQ:ATRO,ATRO,Astronics Corporation,astronics,stock,['common'],1100925052.654867,USD,31.5,100,1,false,0,USD,3.2448377581120886,640251,,-0.1577,56.267332224070984,0.0,Electronic technology,Electronic Technology,america,1.333333,0.9113481996613108
358,NASDAQ:CLMB,CLMB,"Climb Global Solutions, Inc.",climb-global-solutions,stock,['common'],547946939.7836392,USD,118.675,100,1,false,0,USD,3.2225798034269797,79840,24.655129430340303,4.8134,59.09436456784001,0.591458641384709,Distribution services,Distribution Services,america,1.0,1.1413654928500256
359,NASDAQ:BLZE,BLZE,"Backblaze, Inc.",backblaze,stock,['common'],416404991.742297,USD,7.37,100,1,false,0,USD,3.2212885154061683,1065003,,-0.8913,28.985738188192183,0.0,Electronic technology,Electronic Technology,america,1.0625,1.515499675911663
360,NASDAQ:GOCO,GOCO,"GoHealth, Inc.",gohealth,stock,['common'],136968983.57245082,USD,5.77,100,1,false,0,USD,3.220035778175308,34093,,-3.5632,45.78788017101039,0.0,Finance,Finance,america,1.2,0.529177480039238
361,NASDAQ:SAVA,SAVA,"Cassava Sciences, Inc.",cassava-sciences,stock,['common'],108692768.80733944,USD,2.25,100,1,false,0,USD,3.2110091743119193,771032,,-1.5079,30.280192343258733,0.0,Health technology,Health Technology,america,,0.9770695971624339
362,NYSE:LTH,LTH,"Life Time Group Holdings, Inc.",life-time-group,stock,['common'],6124691570.526315,USD,27.84,100,1,false,0,USD,3.1875463306152687,2990477,27.25137039937353,1.0216,91.2034437581883,0.0,Consumer services,Consumer Services,america,1.153846,0.9477743327045319
363,NASDAQ:AEVA,AEVA,"Aeva Technologies, Inc.",aeva,stock,['common'],766056707.6176025,USD,13.6,100,1,false,0,USD,3.1866464339908944,2878517,,-5.4969,-74.39403553299492,0.0,Electronic technology,Electronic Technology,america,1.2,0.9970668706996009
364,NASDAQ:ULBI,ULBI,Ultralife Corporation,ultralife,stock,['common'],113176576.99544765,USD,6.8,100,1,false,0,USD,3.1866464339908944,50976,35.52769070010449,0.1914,-68.48864010536714,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.6610404228500885
365,NYSE:HOUS,HOUS,Anywhere Real Estate Inc.,realogy,stock,['common'],581387980.9523809,USD,5.2,100,1,false,0,USD,3.174603174603177,1112303,,-0.9762,-111.34444684996751,0.0,Finance,Finance,america,2.666667,0.654111769128513
366,NASDAQ:OPAL,OPAL,OPAL Fuels Inc.,opal-fuels,stock,['common'],395285697.39366513,USD,2.28,100,1,false,0,USD,3.1674208144796308,148087,39.86013986013985,0.0572,-23.42704149933066,0.0,Process industries,Process Industries,america,1.625,1.2285258718238865
367,NASDAQ:NRDS,NRDS,"NerdWallet, Inc.",nerdwallet,stock,['common'],705634437.5381266,USD,9.47,100,1,false,0,USD,3.159041394335522,1241846,15.237329042638777,0.6215,,0.0,Technology services,Technology Services,america,1.357143,2.0042882885500113
368,NASDAQ:CADL,CADL,"Candel Therapeutics, Inc.",candel-therapeutics,stock,['common'],331142496.9817276,USD,6.21,100,1,false,0,USD,3.156146179402,584975,,-1.3378,-3.82615444315096,0.0,Health technology,Health Technology,america,1.0,0.9949974154475444
369,NASDAQ:EMPG,EMPG,Empro Group Inc.,,stock,['common'],55818750.0,USD,6.87,100,1,false,0,USD,3.153153153153153,130096,,,,0.0,Distribution services,Distribution Services,america,,0.3072353915824833
370,NYSE:NGL,NGL,NGL ENERGY PARTNERS LP,ngl-energy-partners,stock,['common'],593212027.768889,USD,4.64,100,1,false,0,USD,3.111111111111104,986978,,-0.4121,81.02408251600129,0.0,Industrial services,Industrial Services,america,1.5,1.9611317671482642
371,NASDAQ:OSS,OSS,"One Stop Systems, Inc.",one-stop-systems,stock,['common'],123655968.92138937,USD,5.64,100,1,false,0,USD,3.1078610603290664,650649,,-0.6597,-79.75476839237056,0.0,Electronic technology,Electronic Technology,america,1.0,1.49714629418619
372,NASDAQ:LIXT,LIXT,"Lixte Biotechnology Holdings, Inc.",lixte-biotechnology,stock,['common'],22715586.409937892,USD,4.98,100,1,false,0,USD,3.1055900621118084,117160,,-1.2852,29.816513761467895,0.0,Health technology,Health Technology,america,,0.8602150537634409
373,NASDAQ:RSSS,RSSS,"Research Solutions, Inc",research-solutions,stock,['common'],86340205.92248063,USD,2.66,100,1,false,0,USD,3.1007751937984525,318753,,-0.1256,-432.20338983050846,0.0,Commercial services,Commercial Services,america,1.0,4.888114976583274
374,NYSE:ATMU,ATMU,Atmus Filtration Technologies Inc.,atmus-filtration-technologies,stock,['common'],3494204116.96683,USD,42.27,100,1,false,0,USD,3.0975609756097637,1569266,18.67791966771243,2.2631,8.515943418844401,0.48780487804878,Producer manufacturing,Producer Manufacturing,america,1.3,2.1050757799432493
375,NASDAQ:AGFY,AGFY,Agrify Corporation,agrify,stock,['common'],52099256.486120075,USD,26.69,100,1,false,0,USD,3.0903943236551723,31341,,-30.0795,-140.0866816723337,0.0,Producer manufacturing,Producer Manufacturing,america,,6.15168704732369
376,NASDAQ:KMDA,KMDA,Kamada Ltd.,kamada,stock,['common'],422086918.72016126,USD,7.34,100,1,false,0,USD,3.089887640449435,50686,26.537633030054106,0.27658834499999996,19.00630274213391,0.0,Health technology,Health Technology,america,1.0,1.113694091176755
377,NASDAQ:CYCC,CYCC,"Cyclacel Pharmaceuticals, Inc.",cyclacel-pharmaceuticals,stock,['common'],14334882.528473804,USD,9.05,100,1,false,0,USD,3.075170842824617,128257,,-733.968,86.27797620115943,0.0,Health technology,Health Technology,america,,0.3639196418488424
378,NASDAQ:VREX,VREX,Varex Imaging Corporation,varex-imaging,stock,['common'],405454980.41877633,USD,9.77,100,1,false,0,USD,3.0590717299577967,777931,,-3.242,-571.7008584315437,0.0,Health technology,Health Technology,america,1.2,1.3686551576837624
379,NASDAQ:HTOO,HTOO,Fusion Fuel Green PLC,fusion-fuel-green-plc,stock,['common'],7573378.644705882,USD,4.38,100,1,false,0,USD,3.0588235294117623,151278,,-28.2436,,0.0,Process industries,Process Industries,america,,0.9974253058479513
380,NASDAQ:INSM,INSM,Insmed Incorporated,insmed,stock,['common'],23862100299.176357,USD,112.89,100,1,false,0,USD,3.048836147877685,3311828,,-5.7032,-5.646117368109073,0.0,Health technology,Health Technology,america,1.026316,1.1162092481997579
381,NASDAQ:RUM,RUM,Rumble Inc.,rumble,stock,['common'],3527519049.7918777,USD,8.12,100,1,false,0,USD,3.0456852791878086,9120027,,-1.4337,-125.99306431273645,0.0,Technology services,Technology Services,america,1.666667,3.7569032893568237
382,AMEX:NHC,NHC,National HealthCare Corporation,national-health-care,stock,['common'],1603259155.5087671,USD,103.43,100,1,false,0,USD,3.0384538752739703,111726,15.419822291132448,6.7076,13.143512583496397,2.46064953177924,Health services,Health Services,america,,2.352364028364972
383,NASDAQ:VRNS,VRNS,"Varonis Systems, Inc.",varonis-systems,stock,['common'],6094242500.519227,USD,54.39,100,1,false,0,USD,3.0308770600492543,1743985,,-0.9162,-14.424878231547403,0.0,Technology services,Technology Services,america,1.282609,0.9246604666871497
384,NYSE:MLR,MLR,"Miller Industries, Inc.",miller-industries,stock,['common'],469210144.83396226,USD,40.95,100,1,false,0,USD,3.018867924528309,137029,11.183330147199388,3.6617,-41.075279199253316,1.9622641509434,Consumer durables,Consumer Durables,america,1.0,0.8681391921805448
385,NASDAQ:ZEO,ZEO,Zeo Energy Corporation,zeo-energy,stock,['common'],117838579.13793106,USD,2.39,100,1,false,0,USD,3.0172413793103576,10928,,-0.6586,61.40412564463198,0.0,Utilities,Utilities,america,,0.5648450139298802
386,NYSE:GDOT,GDOT,Green Dot Corporation,green-dot,stock,['common'],545065251.5383817,USD,9.93,100,1,false,0,USD,3.008298755186713,1490362,,-0.1244,73.4188034188034,0.0,Finance,Finance,america,1.5,2.1691711354322707
387,NASDAQ:UFCS,UFCS,"United Fire Group, Inc",united-fire,stock,['common'],762721042.571232,USD,29.92,100,1,false,0,USD,2.959394356503796,167829,8.509186053125534,3.5162,145.20223152022317,2.20233998623538,Finance,Finance,america,1.666667,1.1741137952022163
