,exchange,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
30,NYSE,ZIP,"ZipRecruiter, Inc.",ziprecruiter,stock,['common'],440821268.88167053,USD,5.06,100,1,false,0,USD,17.40139211136891,2517501,,-0.3723,-229.766469153015,0.0,1.4422874147969407,1.875,Technology services,Technology Services,america
31,NASDAQ,FIP,FTAI Infrastructure Inc.,fortress-transn-and-infras-invs-llc,stock,['common'],612267238.6461539,USD,5.32,100,1,false,0,USD,16.923076923076934,5932572,,-1.4972,27.744799961391813,2.63736263736264,1.5965777753903783,1.0,Consumer services,Consumer Services,america
32,NASDAQ,FGNX,Fundamental Global Inc.,fg-financial-800-cumulative-series-a-preferred-stock,stock,['common'],21124006.603011385,USD,15.9,100,1,false,0,USD,16.782959970620638,188052,4.1815695350305075,3.8024,,0.0,0.8213545545274482,,Finance,Finance,america
33,NASDAQ,STSS,Sharps Technology Inc.,sharps-technology,stock,['common'],7525738.330434783,USD,7.355,100,1,false,0,USD,16.284584980237156,205466,,-1000.3586,71.0998961124805,0.0,1.787192365033775,1.0,Health technology,Health Technology,america
34,NASDAQ,BUUU,BUUU Group Limited,,stock,['common'],,USD,5.4,100,1,false,0,USD,16.129032258064516,90986,,,,,,,Commercial services,Commercial Services,america
35,NASDAQ,LYTS,LSI Industries Inc.,lsi-industries,stock,['common'],709905540.997059,USD,23.66,100,1,false,0,USD,15.980392156862756,640911,30.05589430894309,0.7872,-5.202312138728325,0.980392156862745,3.4537443841916176,1.0,Producer manufacturing,Producer Manufacturing,america
36,NASDAQ,DOMH,Dominari Holdings Inc.,dominari-holdings,stock,['common'],99263484.70840788,USD,6.48,100,1,false,0,USD,15.92128801431128,689684,,-2.4073,35.71447646006355,0.0,1.2811672955002809,,Finance,Finance,america
37,NASDAQ,EMPG,Empro Group Inc.,empro,stock,['common'],68900000.0,USD,8.48,100,1,false,0,USD,15.688949522510237,2405745,,,,0.0,8.767298664211856,,Distribution services,Distribution Services,america
38,NASDAQ,SBET,"SharpLink Gaming, Inc.",sharplink-gaming,stock,['common'],3524248510.259424,USD,20.87,100,1,false,0,USD,15.687361419068747,85752036,,-11.7186,95.26491366728568,0.0,1.4872048923983987,,Commercial services,Commercial Services,america
39,NASDAQ,ATLX,Atlas Lithium Corporation,atlas-lithium,stock,['common'],109270188.67150259,USD,5.58,100,1,false,0,USD,15.64766839378238,814391,,-2.1755,46.37002341920374,0.0,1.6563775817881055,1.0,Non-energy minerals,Non-Energy Minerals,america
40,NASDAQ,AFRI,Forafric Global PLC,forafric-global-plc,stock,['common'],247494649.49748743,USD,9.2,100,1,false,0,USD,15.577889447236174,26385,,-0.9046,-91.81509754028836,0.0,2.160792085694631,,Process industries,Process Industries,america
41,NYSE,RXO,"RXO, Inc.",rxo,stock,['common'],2782863229.606803,USD,16.97,100,1,false,0,USD,15.442176870748298,4515303,,-2.1717,-1111.2102621305075,0.0,2.499430954019978,1.977273,Technology services,Technology Services,america
42,NASDAQ,MBCN,Middlefield Banc Corp.,middlefield-banc,stock,['common'],269507782.28027683,USD,33.35,100,1,false,0,USD,15.397923875432538,24351,14.863178536411446,2.2438,15.629992270033494,2.83737024221453,4.88612877982222,2.0,Finance,Finance,america
43,NASDAQ,GDC,GD Culture Group Limited,gd-culture-limited,stock,['common'],62311055.166407466,USD,3.71,100,1,false,0,USD,15.396578538102649,36827,,-0.7672,81.26175414600787,0.0,1.4096891005274803,,Technology services,Technology Services,america
44,NASDAQ,REVB,"Revelation Biosciences, Inc.",revelation-biosciences,stock,['common'],4979936.433070867,USD,2.93,100,1,false,0,USD,15.354330708661424,194160,,-68.4334,94.98698020157009,0.0,2.069183804182069,1.0,Health technology,Health Technology,america
45,NASDAQ,SDM,Smart Digital Group Limited,smart-digital-limited,stock,['common'],,USD,13.69,100,1,false,0,USD,15.235690235690225,733616,,,,,0.966999616952072,,Commercial services,Commercial Services,america
46,NASDAQ,OBLG,Oblong Inc.,oblong,stock,['common'],8226074.177631579,USD,3.5,100,1,false,0,USD,15.131578947368421,88973,,-13.0139,33.11524782599758,0.0,0.9218653025827314,,Electronic technology,Electronic Technology,america
47,NASDAQ,BDMD,Baird Medical Investment Holdings Ltd,baird-medical-investment-ltd,stock,['common'],82175840.94999999,USD,2.3,100,1,false,0,USD,14.999999999999991,419502,,,,0.0,1.4597329623529878,,Health technology,Health Technology,america
48,NASDAQ,PGEN,"Precigen, Inc.",precigen,stock,['common'],1245526759.8956041,USD,4.18,100,1,false,0,USD,14.835164835164823,24213239,,-0.4284,20.769373034954683,0.0,0.9410008840222165,1.25,Health technology,Health Technology,america
49,NASDAQ,ULH,"Universal Logistics Holdings, Inc.",universal-logistics,stock,['common'],714585043.9655317,USD,27.14,100,1,false,0,USD,14.08154686843212,45223,11.715950787826463,2.3165,-52.225292855964355,1.76544766708701,1.9207213482382521,2.0,Transportation,Transportation,america
50,NASDAQ,EPSM,Epsium Enterprise Limited,epsium-enterprise-limited,stock,['common'],332456961.15999997,USD,24.74,100,1,false,0,USD,13.7471264367816,707178,,,,0.0,1.4708024566825635,,Distribution services,Distribution Services,america
51,NASDAQ,AXTI,AXT Inc,axt,stock,['common'],130072318.06451613,USD,2.82,100,1,false,0,USD,13.709677419354833,1501833,,-0.5517,-78.65932642487044,0.0,2.3290360269981107,1.0,Electronic technology,Electronic Technology,america
52,NYSE,TROX,Tronox Holdings plc,tronox,stock,['common'],661047775.160763,USD,4.17,100,1,false,0,USD,13.623978201634879,4176187,,-1.5796,-291.8630612751178,13.6239782016349,0.8410634634324659,1.5,Process industries,Process Industries,america
53,NASDAQ,UPXI,"Upexi, Inc.",grove-inc,stock,['common'],466987864.7550143,USD,7.93,100,1,false,0,USD,13.610315186246408,8487596,,,,0.0,0.8953313053873503,1.0,Health technology,Health Technology,america
54,NASDAQ,SEDG,"SolarEdge Technologies, Inc.",solaredge-technologies,stock,['common'],2036555373.184376,USD,34.3,100,1,false,0,USD,13.538563389606079,5005632,,-29.9599,-233.13577885759398,0.0,0.9952860811813494,2.283333,Producer manufacturing,Producer Manufacturing,america
55,NASDAQ,PGY,Pagaya Technologies Ltd.,pagaya-technologies-ltd,stock,['common'],2586300437.9227414,USD,33.76,100,1,false,0,USD,13.40275445078938,4173497,,-3.8361,-95.26112185686655,0.0,1.001512240175358,1.1,Technology services,Technology Services,america
56,NASDAQ,RDNW,"RideNow Group, Inc.",rumbleon,stock,['common'],144979724.50892857,USD,3.81,100,1,false,0,USD,13.392857142857148,219167,,-3.0034,67.05931385452311,0.0,0.05214374092269062,1.666667,Retail trade,Retail Trade,america
57,AMEX,EVI,"EVI Industries, Inc.",evi-industries,stock,['common'],353926639.1771428,USD,27.74,100,1,false,0,USD,13.224489795918362,23819,56.43947100712106,0.4915,34.51012588943623,0.0,2.343836101708258,1.0,Distribution services,Distribution Services,america
58,AMEX,ROLR,"High Roller Technologies, Inc.",high-roller-technologies,stock,['common'],24174195.899999995,USD,2.85,100,1,false,0,USD,13.095238095238098,19219,,-0.7699,-20.466280707244564,0.0,0.8783740550817634,1.0,Technology services,Technology Services,america
59,NASDAQ,XNCR,"Xencor, Inc.",xencor,stock,['common'],599826803.0241936,USD,8.41,100,1,false,0,USD,13.037634408602147,1066178,,-2.4178,22.52131000448631,0.0,1.5564978630195223,1.166667,Health technology,Health Technology,america
60,NASDAQ,YYAI,Connexa Sports Technologies Inc.,connexa-sports-technologies,stock,['common'],71358794.83870968,USD,4.9,100,1,false,0,USD,12.903225806451623,121550,,-2.2137,97.53221156740294,0.0,0.8659652502500648,,Process industries,Process Industries,america
61,NASDAQ,DKI,DarkIris Inc.,,stock,['common'],,USD,5.08,100,1,false,0,USD,12.888888888888891,265973,,,,,0.4613684397502668,,Technology services,Technology Services,america
62,NASDAQ,ZM,"Zoom Communications, Inc.",zoom-video-communications,stock,['common'],24951102406.920868,USD,82.47,100,1,false,0,USD,12.71012710127101,15999992,21.742683891378853,3.793,35.871901418541356,0.0,5.010093935237553,1.642857,Technology services,Technology Services,america
63,NASDAQ,IROH,Iron Horse Acquisitions Corp.,iron-horse-acquisitions,stock,['common'],26420942.2,USD,12.2,100,1,false,0,USD,12.650046168051702,10343,247.46450304259636,0.0493,,0.0,0.18559490677189033,,Finance,Finance,america
64,NYSE,MEI,"Methode Electronics, Inc.",methode-electronics,stock,['common'],264051097.97297296,USD,7.5,100,1,false,0,USD,12.612612612612612,605742,,-1.7614,49.33847215830649,7.35735735735736,1.3470290695269647,1.666667,Electronic technology,Electronic Technology,america
65,NASDAQ,SUPX,Super X AI Technology Limited,junee-limited,stock,['common'],949756502.5200001,USD,42.84,100,1,false,0,USD,12.588699080157706,288004,,,,0.0,1.532775119999191,,Commercial services,Commercial Services,america
66,NYSE,ALUR,"Allurion Technologies, Inc.",allurion-technologies,stock,['common'],17388405.226130653,USD,2.24,100,1,false,0,USD,12.562814070351768,159308,,-9.3158,57.545458688420005,0.0,1.92466051321703,1.25,Health technology,Health Technology,america
67,NASDAQ,UPLD,"Upland Software, Inc.",upland-software,stock,['common'],85165409.24714829,USD,2.96,100,1,false,0,USD,12.54752851711027,581387,,-1.7654,62.50769851551383,0.0,0.3858397238775224,1.0,Technology services,Technology Services,america
68,AMEX,WYY,WidePoint Corporation,widepoint,stock,['common'],41356312.875,USD,4.23,100,1,false,0,USD,12.500000000000016,211918,,-0.2227,41.37931034482759,0.0,1.5655996276568238,1.0,Technology services,Technology Services,america
69,NASDAQ,SHLS,"Shoals Technologies Group, Inc.",shoals-technologies-group,stock,['common'],1084510347.75,USD,6.48,100,1,false,0,USD,12.50000000000001,4152419,51.306413301662715,0.1263,-7.742878013148283,0.0,0.6234822734038039,1.447368,Electronic technology,Electronic Technology,america
70,AMEX,UUUU,Energy Fuels Inc,energy-fuels,stock,['common'],2440540464.510638,USD,10.58,100,1,false,0,USD,12.433581296493092,22546860,,-0.4865,-552.1447721179625,0.0,1.704366880844331,1.142857,Non-energy minerals,Non-Energy Minerals,america
71,NASDAQ,SPAI,Safe Pro Group Inc.,safe-pro,stock,['common'],91997926.65088756,USD,5.69,100,1,false,0,USD,12.228796844181462,474051,,-0.7559,,0.0,1.3858275496849042,1.0,Electronic technology,Electronic Technology,america
72,NASDAQ,VGAS,"Verde Clean Fuels, Inc.",verde-clean-fuels,stock,['common'],131866885.51515152,USD,2.96,100,1,false,0,USD,12.121212121212114,4735,,-0.4128,10.880829015544041,0.0,0.6275429737717519,,Process industries,Process Industries,america
73,AMEX,BMNR,"BitMine Immersion Technologies, Inc.",bitmine-immersion-technologies,stock,['common'],9280351672.269014,USD,53.49,100,1,false,0,USD,12.067881835323707,83411608,,-2.8796,-96.26499454743728,0.0,1.0483186740462453,1.0,Finance,Finance,america
74,NASDAQ,SYTA,"Siyata Mobile, Inc.",siyata-mobile,stock,['common'],26679554.10447761,USD,3.0,100,1,false,0,USD,11.94029850746268,696820,,-18.2623,99.60236600316965,0.0,1.1490003588049684,2.0,Electronic technology,Electronic Technology,america
75,NASDAQ,ESOA,Energy Services of America Corporation,energy-services-of-america,stock,['common'],173831610.52090028,USD,10.44,100,1,false,0,USD,11.897106109324753,297845,60.94570928196146,0.1713,-88.23973637237403,0.964630225080386,1.1782314087706827,1.0,Industrial services,Industrial Services,america
76,NASDAQ,BTCS,BTCS Inc.,btcs,stock,['common'],231614378.57540607,USD,4.82,100,1,false,0,USD,11.832946635730874,5626907,,-1.1657,-233.88078557482484,0.0,0.9676689196166827,1.0,Finance,Finance,america
77,NASDAQ,SCSC,"ScanSource, Inc.",scansource,stock,['common'],1008441970.1894264,USD,44.63,100,1,false,0,USD,11.826609872212494,643992,14.825764873932831,3.0103,-1.3275206503212338,0.0,1.9223320445986576,1.5,Distribution services,Distribution Services,america
78,NASDAQ,FFAI,Faraday Future Intelligent Electric Inc.,faraday-future,stock,['common'],361198769.7272727,USD,2.46,100,1,false,0,USD,11.818181818181808,16256667,,-8.2804,98.54909838179718,0.0,1.1738247870213867,,Consumer durables,Consumer Durables,america
79,NYSE,THS,"Treehouse Foods, Inc.",treehouse-foods,stock,['common'],996364978.7609066,USD,19.73,100,1,false,0,USD,11.784702549575082,923199,50.42167135190391,0.3913,,0.0,0.8126087224028951,1.833333,Consumer non-durables,Consumer Non-Durables,america
80,NASDAQ,HURA,"TuHURA Biosciences, Inc.",kintara-therapeutics,stock,['common'],162652509.87972504,USD,3.25,100,1,false,0,USD,11.683848797250853,613165,,-3.5086,98.34680369954856,0.0,0.44003192925329454,1.0,Health technology,Health Technology,america
81,NASDAQ,NTGR,"NETGEAR, Inc.",netgear,stock,['common'],797155148.8500609,USD,27.48,100,1,false,0,USD,11.661926046322638,998398,12.754107490949597,2.1546,,0.0,2.3802477188650983,1.5,Technology services,Technology Services,america
82,NASDAQ,CNVS,Cineverse Corp.,cinedigm,stock,['common'],102434166.74220374,USD,5.37,100,1,false,0,USD,11.642411642411654,272332,40.07462686567164,0.134,,0.0,0.6784767035537239,1.0,Consumer services,Consumer Services,america
83,NASDAQ,CRML,Critical Metals Corp.,critical-metals,stock,['common'],645844269.4037479,USD,6.55,100,1,false,0,USD,11.584327086882448,7189172,,-1.9609,-195.8955786932247,0.0,1.2448356098758104,,Non-energy minerals,Non-Energy Minerals,america
84,NASDAQ,VUZI,Vuzix Corporation,vuzix,stock,['common'],164737813.19371727,USD,2.13,100,1,false,0,USD,11.518324607329843,2291295,,-0.5307,57.64226993375369,0.0,1.8124309796727747,1.0,Electronic technology,Electronic Technology,america
85,NASDAQ,JBIO,"Jade Biosciences, Inc.",jade-biosciences,stock,['common'],268518007.52710027,USD,8.23,100,1,false,0,USD,11.517615176151768,124811,,-30.4168,72.32788627220508,0.0,1.064363591398858,1.0,Health technology,Health Technology,america
86,NYSE,AS,"Amer Sports, Inc.",amer-sports-inc,stock,['common'],22973505046.63655,USD,41.48,100,1,false,0,USD,11.505376344086004,9374490,100.77745383867831,0.4116,,0.0,1.68370728006924,1.282609,Consumer durables,Consumer Durables,america
87,NYSE,WNC,Wabash National Corporation,wabash-national,stock,['common'],461783127.84189725,USD,11.28,100,1,false,0,USD,11.462450592885377,759333,,-2.4261,-174.34726648688402,3.16205533596838,1.2246066043633,1.5,Producer manufacturing,Producer Manufacturing,america
88,NYSE,BKKT,"Bakkt Holdings, Inc.",bakkt,stock,['common'],190938266.963522,USD,8.86,100,1,false,0,USD,11.446540880503136,1433495,,-4.383,73.51501601305215,0.0,0.8721408464620344,,Commercial services,Commercial Services,america
89,NYSE,SST,"System1, Inc.",system1,stock,['common'],74359085.4383358,USD,7.5,100,1,false,0,USD,11.441307578008908,80872,,-9.6604,56.526395845427594,0.0,1.581007268504577,1.0,Technology services,Technology Services,america
90,NASDAQ,HNST,"The Honest Company, Inc.",the-honest-company,stock,['common'],456204929.9456521,USD,4.1,100,1,false,0,USD,11.413043478260855,6970425,72.95373665480426,0.0562,,0.0,1.6090324976585042,1.285714,Retail trade,Retail Trade,america
91,NYSE,RH,RH,rh,stock,['common'],4565284903.283011,USD,243.71,100,1,false,0,USD,11.389917272270221,1818987,57.931018089329434,4.2069,16.21591756678362,0.0,1.8251880764898742,1.738095,Retail trade,Retail Trade,america
92,NYSE,EVTL,Vertical Aerospace Ltd.,vertical-aerospace,stock,['common'],501757345.416309,USD,5.19,100,1,false,0,USD,11.373390557939919,1466550,,-13.4937,-146.33879182868728,0.0,1.670333149771896,1.375,Electronic technology,Electronic Technology,america
93,NASDAQ,PROP,Prairie Operating Co.,prairie-operating-co,stock,['common'],124186020.24774773,USD,2.47,100,1,false,0,USD,11.26126126126126,4206789,,-4.5076,51.22489612188366,0.0,1.2594400997519404,1.375,Energy minerals,Energy Minerals,america
94,NASDAQ,SMTI,Sanara MedTech Inc.,sanara-medtech,stock,['common'],302234801.41055053,USD,33.95,100,1,false,0,USD,11.238532110091754,93685,,-1.1613,-49.20981626622125,0.0,1.9413562658654095,1.0,Health technology,Health Technology,america
95,NASDAQ,OTLK,"Outlook Therapeutics, Inc.",outlook-therapeutics,stock,['common'],119044342.29045643,USD,2.68,100,1,false,0,USD,11.20331950207469,3711185,,-1.0916,89.84680922307071,0.0,1.4388321715985664,1.2,Health technology,Health Technology,america
96,NASDAQ,TTSH,"Tile Shop Holdings, Inc.",tile-shop,stock,['common'],294082604.7715736,USD,6.57,100,1,false,0,USD,11.167512690355332,201067,,-0.0006,-100.48701298701299,0.0,6.184850013534464,,Retail trade,Retail Trade,america
97,NASDAQ,FTFT,Future FinTech Group Inc.,future-fintech,stock,['common'],7591693.333333335,USD,2.2,100,1,false,0,USD,11.111111111111121,100757,,,,0.0,0.6576647376507955,,Finance,Finance,america
98,NASDAQ,RGNX,REGENXBIO Inc.,regenxbio,stock,['common'],455133045.32059187,USD,9.01,100,1,false,0,USD,11.09741060419236,1355248,,-3.4645,34.248733180239505,0.0,1.922675488642614,1.192308,Health technology,Health Technology,america
99,NASDAQ,DTI,Drilling Tools International Corporation,drilling-tools-international,stock,['common'],71679204.11602208,USD,2.01,100,1,false,0,USD,11.049723756906062,147532,,-0.1275,-132.86929621036353,0.0,3.0203867713234,2.0,Finance,Finance,america
100,NASDAQ,QVCGA,"QVC Group, Inc. - Series A",qurate-retail,stock,['common'],43168049.652582176,USD,4.73,100,1,false,0,USD,11.032863849765274,152578,,-455.831,-1299.8218864679782,0.0,0.9469671579689531,,Consumer services,Consumer Services,america
101,NASDAQ,ALEC,"Alector, Inc.",alector,stock,['common'],255055059.27753305,USD,2.52,100,1,false,0,USD,11.013215859030836,1343977,,-1.1653,35.461896322552064,0.0,0.5326164816314513,1.5,Health technology,Health Technology,america
102,NASDAQ,VVPR,VivoPower International PLC,vivopower,stock,['common'],61178881.045871556,USD,6.05,100,1,false,0,USD,11.0091743119266,1046032,,-6.5047,-103.78132832080198,0.0,0.3345723539678731,,Utilities,Utilities,america
103,NYSE,HOV,"Hovnanian Enterprises, Inc.",hovnanian-enterprises,stock,['common'],811087290.8048557,USD,146.28,100,1,false,0,USD,10.986342943854316,255638,7.13150479236342,20.5118,-36.071234891882284,0.0,1.887836636310197,2.0,Consumer durables,Consumer Durables,america
104,NASDAQ,MARPS,Marine Petroleum Trust,marine-petroleum-trust,stock,['common'],9320000.0,USD,4.66,100,1,false,0,USD,10.95238095238095,12313,12.812757767390707,0.3637,-9.188514357053682,9.1867619047619,1.6535062981763489,,Miscellaneous,Miscellaneous,america
105,NASDAQ,PPIH,"Perma-Pipe International Holdings, Inc.",perma-pipe-international,stock,['common'],242510405.63941607,USD,30.38,100,1,false,0,USD,10.875912408759127,211622,19.663430420711975,1.545,-5.063291139240508,0.0,2.1698700366563277,,Producer manufacturing,Producer Manufacturing,america
106,NYSE,JELD,"JELD-WEN Holding, Inc.",jeld-wen,stock,['common'],532915920.3410302,USD,6.24,100,1,false,0,USD,10.834813499111906,1565261,,-4.1717,-1203.6562500000002,0.0,1.3603424188764923,2.111111,Non-energy minerals,Non-Energy Minerals,america
107,NASDAQ,MB,MasterBeef Group,masterbeef,stock,['common'],105846349.99999997,USD,6.17,100,1,false,0,USD,10.771992818671446,132839,24.94945410432673,0.2473,,0.0,0.09252294215698484,,Consumer services,Consumer Services,america
108,NASDAQ,PSIX,"Power Solutions International, Inc.",power-solutions-international,stock,['common'],2101703802.0007281,USD,91.26,100,1,false,0,USD,10.752427184466018,1027601,18.96351093009725,4.8124,146.7644344169829,0.0,0.9956380322506572,1.0,Producer manufacturing,Producer Manufacturing,america
109,NASDAQ,NA,Nano Labs Ltd,nano-labs-ltd,stock,['common'],117977014.02212389,USD,5.005,100,1,false,0,USD,10.73008849557523,531624,,-0.8954,,0.0,0.657180097786357,,Electronic technology,Electronic Technology,america
