,ticker,name,description,logoid,type,typespecs,Value.Traded,currency,close,pricescale,minmov,fractional,minmove2,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,recommendation_mark
96,NYSE:PM,PM,Philip Morris International Inc,philip-morris,stock,['common'],911233810.5749999,USD,170.325,100,1,false,0,0.0852039017510764,5349971,0.79799319285743,265126070559.8291,USD,32.320347634679976,5.2699,-6.679534628393339,3.17311082383359,Consumer non-durables,america,Consumer Non-Durables,1.394737
97,NYSE:SPOT,SPOT,Spotify Technology S.A.,spotify-technology,stock,['common'],905388380.2900001,USD,689.23,100,1,false,0,-2.360141098471429,1313623,0.3412287599790975,139718826830.4338,USD,165.6444519214593,4.1609,69.44534940544061,0.0,Technology services,america,Technology Services,1.47561
98,NYSE:RBLX,RBLX,Roblox Corporation,roblox,stock,['common'],890306715.0000001,USD,130.74,100,1,false,0,1.5771890296014304,6809750,0.652720479723649,90635120125.04654,USD,,-1.4266,16.58773314623165,0.0,Technology services,america,Technology Services,1.528571
99,NASDAQ:LRCX,LRCX,Lam Research Corporation,lam-research,stock,['common'],880851192.0,USD,102.0,100,1,false,0,0.2457002457002457,8635796,0.6898800269813699,130470040283.49876,USD,24.52866487110427,4.1584,43.358499672492854,0.904176904176904,Producer manufacturing,america,Producer Manufacturing,1.290323
100,NASDAQ:SBUX,SBUX,Starbucks Corporation,starbucks,stock,['common'],871775404.5,USD,91.74,100,1,false,0,-0.4125054277030066,9502675,0.6165376134414805,104280856629.67607,USD,39.67649857278782,2.3122,-35.1943720395751,2.60529743812419,Consumer services,america,Consumer Services,1.697368
101,NASDAQ:ALAB,ALAB,"Astera Labs, Inc.",astera-labs,stock,['common'],855271576.2900001,USD,179.43,100,1,false,0,0.0836680053547555,4766603,0.5904902512928007,29824701294.83986,USD,314.6238821672804,0.5703,,0.0,Electronic technology,america,Electronic Technology,1.205882
102,NASDAQ:TEAM,TEAM,Atlassian Corporation,atlassian,stock,['common'],843909719.84,USD,159.28,100,1,false,0,-5.224324645959777,5298278,1.8524898930440765,41930929675.07558,USD,,-0.982,15.198618307426592,0.0,Technology services,america,Technology Services,1.274194
103,NYSE:HUBS,HUBS,"HubSpot, Inc.",hubspot,stock,['common'],839146571.4300001,USD,420.79,100,1,false,0,-6.432891576981234,1994217,1.8536373302384492,22172732808.878056,USD,,-0.2261,58.68055555555556,0.0,Technology services,america,Technology Services,1.175676
104,NASDAQ:PEP,PEP,"PepsiCo, Inc.",pepsico,stock,['common'],836263233.96,USD,144.87,100,1,false,0,-0.23414365401832066,5772508,0.7248445723807817,198338233348.5059,USD,26.412032816773017,5.485,-20.436907991122585,3.77900971007506,Consumer non-durables,america,Consumer Non-Durables,1.770833
105,NASDAQ:UPST,UPST,"Upstart Holdings, Inc.",upstart,stock,['common'],829555466.0,USD,63.46,100,1,false,0,-7.7079697498545725,13072100,1.5703709971898479,6105978155.659394,USD,,-0.0763,96.72714794320765,0.0,Finance,america,Finance,1.8125
106,NYSE:FLUT,FLUT,Flutter Entertainment plc,flutter-entertainment,stock,['common'],826476666.8399999,USD,284.58,100,1,false,0,1.4220036351972662,2904198,1.0865700049453524,50114413154.58463,USD,140.17338193281452,2.0302,,0.0,Consumer services,america,Consumer Services,1.19697
107,NASDAQ:MDLZ,MDLZ,"Mondelez International, Inc.",mondelez,stock,['common'],817421812.9200001,USD,61.56,100,1,false,0,-0.43668122270741716,13278457,1.3499879869641076,79655283311.31877,USD,22.48028045574058,2.7384,-5.660247355910012,3.04059518033317,Consumer non-durables,america,Consumer Non-Durables,1.410714
108,NYSE:MCD,MCD,McDonald's Corporation,mcdonalds,stock,['common'],806190289.8000001,USD,304.36,100,1,false,0,-0.35685054837124736,2648805,0.703228030391245,217192653344.96042,USD,26.069155724576234,11.6751,2.1738559689149115,2.28515305287281,Consumer services,america,Consumer Services,1.631579
109,NASDAQ:MELI,MELI,"MercadoLibre, Inc.",mercadolibre,stock,['common'],805377015.1999999,USD,2292.04,100,1,false,0,-2.6197051450907023,351380,0.8224018731420887,116200411852.2005,USD,56.600288429245936,40.4952,46.38283105418974,0.0,Retail trade,america,Retail Trade,1.196429
110,NASDAQ:NXPI,NXPI,NXP Semiconductors N.V.,nxp-semiconductors,stock,['common'],800626642.0,USD,205.16,100,1,false,0,-0.9654373431164317,3902450,1.6409539932837973,51723830918.07414,USD,24.454960485380184,8.3893,-21.615106468461224,1.95790693184012,Electronic technology,america,Electronic Technology,1.25
111,NYSE:TMO,TMO,Thermo Fisher Scientific Inc,thermo-fisher-scientific,stock,['common'],789145291.74,USD,462.39,100,1,false,0,0.3624761243271312,1706666,0.6789779203455151,174604069360.71198,USD,26.76348187464186,17.2769,7.168821179564793,0.355964577183539,Health technology,america,Health Technology,1.285714
112,NYSE:CVNA,CVNA,Carvana Co.,carvana,stock,['common'],781324227.0,USD,345.25,100,1,false,0,-0.6646334445851083,2263068,0.5683377907457698,74298987861.25345,USD,86.44649206269719,3.9938,26.035092148447355,0.0,Retail trade,america,Retail Trade,1.5
113,NASDAQ:ADI,ADI,"Analog Devices, Inc.",analog-devices,stock,['common'],779587256.91,USD,224.07,100,1,false,0,0.05358338914936573,3479213,1.1292380388345171,111194332538.1239,USD,60.99964609479215,3.6733,-14.010487382368089,1.70573788792141,Electronic technology,america,Electronic Technology,1.361111
114,NASDAQ:ABNB,ABNB,"Airbnb, Inc.",airbnb,stock,['common'],777988948.1,USD,118.3,100,1,false,0,-2.2475623863824152,6576407,0.9839941324302613,73497369829.50917,USD,28.541787299749082,4.1448,-43.55978593896809,0.0,Consumer services,america,Consumer Services,1.888889
115,NYSE:KO,KO,Coca-Cola Company (The),coca-cola,stock,['common'],771564125.0,USD,70.75,100,1,false,0,0.5828831390389487,10905500,0.8252825246563512,304484458391.1288,USD,25.06820678170287,2.8223,14.708990408063723,2.82911572362809,Consumer non-durables,america,Consumer Non-Durables,1.267857
116,NASDAQ:CYBR,CYBR,CyberArk Software Ltd.,cyber-ark-software,stock,['common'],769997114.38,USD,401.86,100,1,false,0,0.5253151891134739,1916083,0.443103336356527,20256639363.30143,USD,,-3.3764,-876.4025448235975,0.0,Technology services,america,Technology Services,1.567568
117,NYSE:QBTS,QBTS,D-Wave Quantum Inc.,d-wave-quantum,stock,['common'],758317799.61,USD,17.37,100,1,false,0,2.781065088757411,43656753,1.0606251823297694,5940858841.253255,USD,,-1.0546,-143.95095998149432,0.0,Electronic technology,america,Electronic Technology,1.0
118,NYSE:UPS,UPS,"United Parcel Service, Inc.",united-parcel,stock,['common'],750417289.02,USD,86.31,100,1,false,0,-0.4153686396677044,8694442,0.732212519547413,72994700211.14954,USD,12.831529495718364,6.7264,9.782928023502532,7.54586362062998,Transportation,america,Transportation,1.632353
119,NASDAQ:TEM,TEM,"Tempus AI, Inc.",tempus-ai,stock,['common'],745030524.84,USD,60.82,100,1,false,0,-0.08214227041234953,12249762,1.3652732034973785,10528929394.265156,USD,,-1.1843,76.45714058524173,0.0,Technology services,america,Technology Services,1.5
120,NYSE:XYZ,XYZ,"Block, Inc.",block,stock,['common'],741956537.39,USD,73.03,100,1,false,0,-0.4905300449652534,10159613,1.014786806046418,44914397305.27661,USD,15.62239288082658,4.6747,264.04485631960125,0.0,Commercial services,america,Commercial Services,1.512195
121,NASDAQ:KLAC,KLAC,KLA Corporation,kla-tencor,stock,['common'],740958424.2199999,USD,910.18,100,1,false,0,-0.5050284215128995,814079,0.7204504803407347,120363512088.18951,USD,29.942692467118896,30.3974,49.80878033394445,0.737866200262353,Electronic technology,america,Electronic Technology,1.566667
122,NYSE:VST,VST,Vistra Corp.,vistra-energy,stock,['common'],737673151.2800001,USD,200.08,100,1,false,0,-1.0093014051058737,3686891,0.6834124409246437,67893538960.48407,USD,31.744117787050406,6.3029,394.50023536795857,0.440085097961607,Utilities,america,Utilities,1.275
123,NYSE:CMG,CMG,"Chipotle Mexican Grill, Inc.",chipotle-mexican-grill,stock,['common'],730798712.6999999,USD,41.62,100,1,false,0,0.43436293436293366,17558835,0.8047553582594704,55807632256.75821,USD,36.78953416423583,1.1313,10.857422831945126,0.0,Consumer services,america,Consumer Services,1.342105
124,NYSE:TWLO,TWLO,Twilio Inc.,twilio,stock,['common'],726973303.68,USD,92.44,100,1,false,0,-6.313975879193275,7864272,1.8790472995805765,14113205083.797302,USD,758.9490968801313,0.1218,,0.0,Technology services,america,Technology Services,1.431034
125,NYSE:SCHW,SCHW,Charles Schwab Corporation (The),schwab,stock,['common'],716397224.4,USD,97.63,100,1,false,0,0.5665430572723498,7337880,0.9919215200703759,177390817339.15378,USD,26.284898904234982,3.7143,54.33165745626793,1.07128141738772,Finance,america,Finance,1.357143
126,NYSE:FIG,FIG,FIGMA INC,figma,stock,['common'],711951322.5,USD,82.5,100,1,false,0,5.620279093585969,8629713,,33633674250.0,USD,,-1.512,-197.46035838597396,0.0,Technology services,america,Technology Services,
127,NASDAQ:TTWO,TTWO,"Take-Two Interactive Software, Inc.",take-two-interactive-software,stock,['common'],710310619.9,USD,222.67,100,1,false,0,2.438238947416839,3189970,1.5533646901692468,41075981816.71343,USD,,-23.9368,-7.46327622741803,0.0,Technology services,america,Technology Services,1.283333
128,NYSE:MSI,MSI,"Motorola Solutions, Inc.",motorola-solutions,stock,['common'],709357620.78,USD,460.94,100,1,false,0,1.660748549877588,1538937,1.3756720978588963,76794400947.25851,USD,37.09868246315806,12.4247,45.51214484810155,0.937341479014578,Electronic technology,america,Electronic Technology,1.384615
129,NYSE:ONON,ONON,On Holding AG,on-holding,stock,['common'],706516692.12,USD,45.72,100,1,false,0,0.1314060446780602,15453121,2.307760073324459,14805969606.30749,USD,64.33094132545378,0.7107,60.755485184347435,0.0,Consumer non-durables,america,Consumer Non-Durables,1.178571
130,NYSE:MO,MO,"Altria Group, Inc.",altria,stock,['common'],699535897.43,USD,65.69,100,1,false,0,2.336812587630472,10649047,1.1916790440791045,110352043409.65306,USD,12.694946371630108,5.1745,-10.747550710638883,6.35613023835488,Consumer non-durables,america,Consumer Non-Durables,1.941176
131,NYSE:ELF,ELF,"e.l.f. Beauty, Inc.",e-l-f-beauty,stock,['common'],690778224.63,USD,111.67,100,1,false,0,9.727817627984678,6185889,2.50800622171854,6335586233.622482,USD,66.23761788955454,1.6859,-19.84119437048308,0.0,Consumer non-durables,america,Consumer Non-Durables,1.264706
132,NYSE:AXP,AXP,American Express Company,american-express,stock,['common'],686294111.0300001,USD,296.23,100,1,false,0,-0.40345627542614687,2316761,0.9486027036942408,206141197746.74265,USD,20.797994832621885,14.2432,6.257646742860547,1.02208923107958,Finance,america,Finance,1.716667
133,NASDAQ:PYPL,PYPL,"PayPal Holdings, Inc.",paypal,stock,['common'],678548075.4,USD,67.08,100,1,false,0,-0.842572062084268,10115505,0.6104877255273649,64086781628.26784,USD,14.361565470583198,4.6708,13.149224806201543,0.0,Commercial services,america,Commercial Services,1.666667
134,NASDAQ:CELH,CELH,"Celsius Holdings, Inc.",celsius-holdings,stock,['common'],677503872.0,USD,54.0,100,1,false,0,3.9461020211742004,12546368,1.5434571251910858,13929071798.806545,USD,148.8833746898263,0.3627,-64.45511564092511,0.0,Consumer non-durables,america,Consumer Non-Durables,1.347826
135,NASDAQ:ISRG,ISRG,"Intuitive Surgical, Inc.",intuitive-surgical,stock,['common'],669180029.25,USD,471.85,100,1,false,0,0.3765316541865297,1418205,0.6397267561727642,169147132384.46808,USD,65.8438223884346,7.1662,23.0481292604612,0.0,Health technology,america,Health Technology,1.454545
136,NYSE:MRK,MRK,"Merck & Company, Inc.",merck-and-co,stock,['common'],657079272.36,USD,80.03,100,1,false,0,-0.8179452224563101,8210412,0.5882065279337871,199897595794.06046,USD,12.338693513821864,6.4861,20.20645687386486,3.96579501797001,Health technology,america,Health Technology,1.519231
137,NYSE:BLK,BLK,"BlackRock, Inc.",blackrock,stock,['common'],649326742.4000001,USD,1127.93,100,1,false,0,0.26311812759451686,575680,1.2893660004972194,174663732010.48572,USD,27.261741040892733,41.3741,2.7180214154665037,1.83293776722935,Finance,america,Finance,1.25
138,NYSE:LOW,LOW,"Lowe's Companies, Inc.",lowe-s,stock,['common'],645086408.85,USD,239.85,100,1,false,0,-0.5390835579514872,2689541,0.9778361250895655,134420974890.40431,USD,19.868125678216714,12.0721,-3.0454651321548685,1.92826041882646,Retail trade,america,Retail Trade,1.540541
139,NASDAQ:ADSK,ADSK,"Autodesk, Inc.",autodesk,stock,['common'],634038866.16,USD,284.62,100,1,false,0,-2.084766753818633,2227668,1.940894948651844,60892891818.7962,USD,60.98825747835776,4.6668,1.1180447217888831,0.0,Technology services,america,Technology Services,1.34375
140,NYSE:MDT,MDT,Medtronic plc.,medtronic,stock,['common'],629051339.4399999,USD,92.74,100,1,false,0,-0.15073212747631412,6782956,1.0690973629485678,118824491303.43282,USD,25.636489288182442,3.6175,30.98815946699498,3.02540913006029,Health technology,america,Health Technology,1.614286
141,NASDAQ:MDB,MDB,"MongoDB, Inc.",mongodb,stock,['common'],628557753.0,USD,201.0,100,1,false,0,-3.910507696720531,3127153,1.2819736755260775,16424575673.118845,USD,,-1.1506,59.06212196683982,0.0,Technology services,america,Technology Services,1.282051
142,NASDAQ:CMCSA,CMCSA,Comcast Corporation,comcast,stock,['common'],626692759.74,USD,31.41,100,1,false,0,-0.8209662140827331,19952014,0.7362936045151365,115972209021.35616,USD,5.187191386058494,6.0553,61.35848855490713,4.04167982317651,Consumer services,america,Consumer Services,1.633333
143,NASDAQ:MCHP,MCHP,Microchip Technology Incorporated,microchip-technology,stock,['common'],624060040.75,USD,60.95,100,1,false,0,-1.4869888475836344,10238885,0.9827271124757491,32893476385.074356,USD,,-0.3325,-113.28405912904516,2.94003555842896,Electronic technology,america,Electronic Technology,1.339286
144,NASDAQ:EBAY,EBAY,eBay Inc.,ebay,stock,['common'],623556095.8,USD,95.3,100,1,false,0,2.3190895426240035,6543086,0.7956305318881286,43552099714.52975,USD,21.05937727885444,4.5253,-11.766885041335213,1.20249087395319,Retail trade,america,Retail Trade,1.808824
145,NYSE:LMT,LMT,Lockheed Martin Corporation,lockheed-martin,stock,['common'],623041223.96,USD,426.26,100,1,false,0,0.14801588233911978,1461646,0.7749252760889264,99516816497.83286,USD,23.999369415527017,17.7613,-35.54634626061902,3.06604327702465,Electronic technology,america,Electronic Technology,1.75
146,NYSE:PGR,PGR,Progressive Corporation (The),progressive-ohio,stock,['common'],617933375.4399999,USD,244.88,100,1,false,0,-0.6612307817127075,2523413,0.7656847439026211,143550733324.65927,USD,13.78689096825772,17.7618,51.95051842726621,1.98774897570078,Finance,america,Finance,1.58
147,NYSE:NEE,NEE,"NextEra Energy, Inc.",nextera-energy,stock,['common'],609993064.8000001,USD,72.45,100,1,false,0,0.05524098881370841,8419504,1.1597560236482949,149195765443.15015,USD,25.24478204815499,2.8699,-6.80327336494123,2.98715647010082,Utilities,america,Utilities,1.5
148,NYSE:SPGI,SPGI,S&P Global Inc.,s-and-p-global,stock,['common'],608889828.56,USD,555.88,100,1,false,0,-0.177779374001115,1095362,0.7769620284051397,169710155726.73434,USD,42.725490949617615,13.0105,23.319937062804495,0.671610968448651,Commercial services,america,Commercial Services,1.222222
149,NYSE:DELL,DELL,Dell Technologies Inc.,dell,stock,['common'],608702610.88,USD,138.32,100,1,false,0,0.515950875663091,4400684,0.9374414922396488,93898457466.41725,USD,22.053571428571427,6.272,28.1045751633987,1.40978126589637,Electronic technology,america,Electronic Technology,1.25
150,NYSE:COP,COP,ConocoPhillips,conocophillips,stock,['common'],607137181.39,USD,93.53,100,1,false,0,-0.4046427430518533,6491363,0.9060202734252839,116813574202.41083,USD,12.547962113284498,7.4538,-17.014028056112217,3.32232989032052,Energy minerals,america,Energy Minerals,1.203125
151,NASDAQ:CEG,CEG,Constellation Energy Corporation,constellation-energy,stock,['common'],606221619.22,USD,331.49,100,1,false,0,-1.2732119190505198,1828778,0.6372863929738191,103559329772.16718,USD,34.592185999916516,9.5828,27.714472298855174,0.440963173648236,Utilities,america,Utilities,1.382353
152,NYSE:PINS,PINS,"Pinterest, Inc.",pinterest,stock,['common'],605540115.6999999,USD,34.19,100,1,false,0,-2.67577569029321,17711030,1.2476189105570055,23088811539.17677,USD,12.22206334453421,2.7974,916.497093023256,0.0,Technology services,america,Technology Services,1.255814
153,NASDAQ:REGN,REGN,"Regeneron Pharmaceuticals, Inc.",regeneron-pharmaceuticals,stock,['common'],602695922.4000001,USD,545.94,100,1,false,0,-3.0301953818827614,1103960,1.0934719636605499,57862783930.328316,USD,13.755933843316301,39.6876,5.100976129063016,0.312611012433393,Health technology,america,Health Technology,1.357143
154,NASDAQ:AAL,AAL,"American Airlines Group, Inc.",american-airlines-group,stock,['common'],592790483.04,USD,11.58,100,1,false,0,-0.34423407917383086,51190888,0.7795144998990877,7640817387.402754,USD,14.888146052969914,0.7778,,0.0,Transportation,america,Transportation,1.58
155,NASDAQ:SNPS,SNPS,"Synopsys, Inc.",synopsys,stock,['common'],589056929.0,USD,616.12,100,1,false,0,-0.5327564495818596,956075,0.6481983499493449,114009084415.3972,USD,44.36922988290533,13.8862,51.07325086763057,0.0,Technology services,america,Technology Services,1.125
156,NYSE:GDDY,GDDY,GoDaddy Inc.,godaddy,stock,['common'],585113984.69,USD,135.77,100,1,false,0,1.8147731533558427,4309597,1.8016886118367545,19345622400.853546,USD,24.194956785173304,5.6115,-55.11877149484123,0.0,Technology services,america,Technology Services,1.421053
157,NYSE:T,T,AT&T Inc.,at-and-t,stock,['common'],579708763.2,USD,28.14,100,1,false,0,0.2136752136752218,20600880,0.6440462000999708,201211854238.3654,USD,16.0415003990423,1.7542,0.7639726578206727,3.95299145299145,Communications,america,Communications,1.466667
158,NYSE:MS,MS,Morgan Stanley,morgan-stanley,stock,['common'],579081461.64,USD,143.88,100,1,false,0,0.48889509708058987,4024753,0.8572731524017422,229680767811.18896,USD,16.30220489927259,8.8258,45.304576885083954,2.63654141639894,Finance,america,Finance,1.722222
159,NYSE:VRT,VRT,"Vertiv Holdings, LLC",vertiv-holdings,stock,['common'],574363470.72,USD,139.83,100,1,false,0,-0.07146430358035755,4107584,0.4507804312024195,53396413489.129,USD,66.80202560672654,2.0932,62.80625340281557,0.0982634174229972,Electronic technology,america,Electronic Technology,1.240741
160,NASDAQ:CDNS,CDNS,"Cadence Design Systems, Inc.",cadence-design-systems,stock,['common'],567113461.3199999,USD,349.09,100,1,false,0,-0.8436062034880496,1624548,0.6823181212878392,95123530031.61317,USD,94.45586882407055,3.6958,-4.427204551331776,0.0,Technology services,america,Technology Services,1.384615
161,NYSE:MCK,MCK,McKesson Corporation,mckesson,stock,['common'],558957499.1,USD,672.77,100,1,false,0,0.6267013670764816,830830,0.7338716807925387,83682089399.89896,USD,26.84422631872955,25.062,12.105136027339674,0.424780878877621,Distribution services,america,Distribution Services,1.289474
162,NYSE:HSY,HSY,The Hershey Company,hershey,stock,['common'],558717436.3399999,USD,175.42,100,1,false,0,-4.802735116947969,3185027,1.7561105651071784,35561931697.658646,USD,23.311008345293146,7.5252,-16.449793489363596,2.9738969989689,Consumer non-durables,america,Consumer Non-Durables,2.04
163,NYSE:VZ,VZ,Verizon Communications Inc.,verizon,stock,['common'],557565377.12,USD,43.18,100,1,false,0,0.06952491309386127,12912584,0.7780468535351223,182060928371.3321,USD,10.031595576619273,4.3044,61.425089068066754,6.28041714947856,Communications,america,Communications,1.648148
164,NYSE:DE,DE,Deere & Company,deere,stock,['common'],556705612.36,USD,506.98,100,1,false,0,-0.6642239943570324,1098082,0.9819441292263592,137303899985.94353,USD,24.52650369847175,20.6707,-37.75704086456667,1.24027666202951,Producer manufacturing,america,Producer Manufacturing,1.66
165,NYSE:MMC,MMC,"Marsh & McLennan Companies, Inc.",marsh-and-mclennan,stock,['common'],554026871.65,USD,203.35,100,1,false,0,-0.15711690479697216,2724499,0.8861151510395131,99971744266.91487,USD,24.408541489119084,8.3311,3.2866352591123054,1.64236264545588,Finance,america,Finance,1.913043
166,NYSE:RTX,RTX,RTX Corporation,raytheon,stock,['common'],553012009.2,USD,154.8,100,1,false,0,-0.03874467260751793,3572429,0.822738640344463,207206282310.47656,USD,34.01151294107308,4.5514,163.33024762786394,1.65956347668862,Electronic technology,america,Electronic Technology,1.442308
167,NASDAQ:MNST,MNST,Monster Beverage Corporation,monster-beverage,stock,['common'],546827686.56,USD,63.66,100,1,false,0,-1.5922089967537505,8589816,1.0241351866420298,62084176441.8012,USD,39.75271637317347,1.6014,-0.30504887007409115,0.0,Consumer non-durables,america,Consumer Non-Durables,1.576923
168,NASDAQ:WDC,WDC,Western Digital Corporation,webster-financial,stock,['common'],545189593.2,USD,74.64,100,1,false,0,-0.440176070428169,7304255,0.8051262929437043,26040283263.266907,USD,14.704491725768323,5.076,,0.133386688008537,Electronic technology,america,Electronic Technology,1.259259
169,NYSE:NEM,NEM,Newmont Corporation,newmont,stock,['common'],544722581.84,USD,68.87,100,1,false,0,-0.15946651203247234,7909432,0.8033953866252284,75650235004.34706,USD,12.364674410671647,5.5699,,1.44969556393157,Non-energy minerals,america,Non-Energy Minerals,1.444444
170,NYSE:COR,COR,"Cencora, Inc.",amerisourcebergen,stock,['common'],534644974.79999995,USD,290.7,100,1,false,0,1.9534948970644945,1839164,1.434200886411515,56360297382.896225,USD,29.904638459401905,9.7209,5.524316109422498,0.757549188089643,Distribution services,america,Distribution Services,1.394737
171,NYSE:APH,APH,Amphenol Corporation,amphenol,stock,['common'],533612910.2,USD,109.81,100,1,false,0,-0.15457355882887952,4859420,0.5658065640440421,134069354758.42688,USD,43.81009375623379,2.5065,49.34755407257344,0.600109110747409,Electronic technology,america,Electronic Technology,1.447368
172,NYSE:BDX,BDX,"Becton, Dickinson and Company",becton-dickinson,stock,['common'],533336842.5,USD,192.5,100,1,false,0,-0.516795865633075,2770581,0.8781700719577605,55175788345.07752,USD,34.61607624527963,5.561,14.407389882115753,2.10335917312662,Health technology,america,Health Technology,1.642857
173,NASDAQ:AMGN,AMGN,Amgen Inc.,amgen,stock,['common'],528690567.21,USD,285.09,100,1,false,0,-1.0894077646324265,1854469,0.7885404805053546,153481593490.3948,USD,23.3240611961057,12.223,110.59251218965905,3.2127120702217,Health technology,america,Health Technology,1.621212
174,NYSE:SMR,SMR,NuScale Power Corporation,nuscale-power,stock,['common'],525948171.75,USD,38.25,100,1,false,0,-2.7954256670902193,13750279,0.9451362755064593,10877150906.817028,USD,,-1.191,-17.224409448818903,0.0,Producer manufacturing,america,Producer Manufacturing,1.653846
175,NYSE:TGT,TGT,Target Corporation,target,stock,['common'],522070290.24,USD,104.01,100,1,false,0,-1.3187855787476286,5019424,1.024199426921188,47258598542.8426,USD,11.432308554721422,9.0979,2.0023992914242084,4.25047438330171,Retail trade,america,Retail Trade,1.842105
176,NASDAQ:HON,HON,Honeywell International Inc.,honeywell,stock,['common'],521707486.95,USD,216.45,100,1,false,0,0.06472192686421634,2410291,0.6878166339013464,137423355703.35445,USD,24.608615573518875,8.7957,0.3021940427861197,2.06647866487911,Electronic technology,america,Electronic Technology,1.52
177,NYSE:MMM,MMM,3M Company,3m,stock,['common'],521000596.35,USD,155.31,100,1,false,0,1.3111545988258257,3354585,0.970207306747021,82722720308.72934,USD,21.600834492350486,7.19,325.1419110690634,1.86562296151337,Producer manufacturing,america,Producer Manufacturing,1.595238
178,NASDAQ:PSKY,PSKY,Paramount Skydance Corporation,,stock,['common'],519519054.99999994,USD,10.12,100,1,false,0,-3.710751665080881,51335875,,10774291836.041864,USD,,-0.0253,99.70087491132655,1.90294957183635,Commercial services,america,Commercial Services,2.25
179,NYSE:NKE,NKE,"Nike, Inc.",nike,stock,['common'],516981735.03999996,USD,74.02,100,1,false,0,-0.22914139371883235,6984352,0.5962443959778405,109320418955.73555,USD,34.2796276571111,2.1593,-42.05243807530258,2.11618816552096,Consumer non-durables,america,Consumer Non-Durables,1.657895
180,NYSE:TDG,TDG,Transdigm Group Inc.,transdigm-group,stock,['common'],515812136.55,USD,1409.55,100,1,false,0,1.423257085704827,365941,0.7918286552733147,79428544740.58067,USD,46.79563366908576,30.1214,11.438983333025037,0.0,Electronic technology,america,Electronic Technology,1.3125
181,NYSE:NU,NU,Nu Holdings Ltd.,nu-holdings,stock,['common'],513491834.08,USD,11.92,100,1,false,0,-3.0894308943089492,43078174,1.2042350223524636,57438413828.27966,USD,27.115559599636033,0.4396,68.81720430107525,0.0,Finance,america,Finance,1.631579
182,NYSE:DHR,DHR,Danaher Corporation,danaher,stock,['common'],512641491.12,USD,199.76,100,1,false,0,-0.39888312724372327,2566287,0.5632909033512791,143038460822.20782,USD,42.42810415870184,4.7082,-16.44572219560241,0.588352612684483,Health technology,america,Health Technology,1.166667
183,NASDAQ:AAON,AAON,"AAON, Inc.",aaon-inc,stock,['common'],510798191.77500004,USD,72.075,100,1,false,0,-10.48807749627421,7087037,5.882296256523548,5864464460.118294,USD,37.86644951140065,1.9034,-11.547934383568007,0.447093889716841,Producer manufacturing,america,Producer Manufacturing,1.214286
184,NASDAQ:MARA,MARA,"MARA Holdings, Inc.",marathon-digital-holdings,stock,['common'],508233680.28000003,USD,15.66,100,1,false,0,1.8205461638491505,32454258,0.908648441740226,5801370533.777633,USD,14.028486965869389,1.1163,-39.38093945153407,0.0,Technology services,america,Technology Services,1.466667
185,NASDAQ:CSX,CSX,CSX Corporation,csx,stock,['common'],504435329.58,USD,35.23,100,1,false,0,-0.5644933672029434,14318346,0.7732078912776963,65678478484.28139,USD,21.648027528573184,1.6274,-10.714873539254953,1.41123341800734,Transportation,america,Transportation,1.392857
186,NASDAQ:AXON,AXON,"Axon Enterprise, Inc.",axon-enterprise,stock,['common'],504079713.35,USD,818.69,100,1,false,0,-2.82611275964391,615715,0.7748527947694369,64270800235.28038,USD,202.3805403801943,4.0453,6.871499524463701,0.0,Electronic technology,america,Electronic Technology,1.275
187,NASDAQ:LIN,LIN,Linde plc,linde,stock,['common'],502910069.65999997,USD,470.38,100,1,false,0,-0.4318191439820542,1069157,0.708003543073802,220565678469.17697,USD,33.438068698817105,14.0672,7.060390425815289,1.22348757461581,Process industries,america,Process Industries,1.383333
188,NASDAQ:LITE,LITE,Lumentum Holdings Inc.,lumentum-hldgs,stock,['common'],496397356.19,USD,115.03,100,1,false,0,-1.0664831856884793,4315373,2.203106402526405,7983081944.597231,USD,,-6.4509,-22.74335946419057,0.0,Producer manufacturing,america,Producer Manufacturing,1.342105
189,NASDAQ:CHTR,CHTR,"Charter Communications, Inc.",charter,stock,['common'],496348807.15999997,USD,258.77,100,1,false,0,0.8574657988073386,1918108,0.6242102419583191,39448108635.73099,USD,7.040977361776229,36.752,17.18603027220754,0.0,Consumer services,america,Consumer Services,1.729167
190,NYSE:PH,PH,Parker-Hannifin Corporation,parker-hannifin,stock,['common'],493752262.91999996,USD,730.66,100,1,false,0,0.40124220188528303,675762,0.7562773260836453,93362277712.91638,USD,26.94005169292485,27.1217,24.441722070044563,0.919284359798829,Electronic technology,america,Electronic Technology,1.333333
191,NYSE:CAH,CAH,"Cardinal Health, Inc.",cardinal-health,stock,['common'],490390709.12,USD,157.66,100,1,false,0,0.15882091353789468,3110432,1.5916875301438382,37629817003.87726,USD,24.62052595415079,6.4036,183.8475177304965,1.28803760879233,Distribution services,america,Distribution Services,1.368421
192,NYSE:LNG,LNG,"Cheniere Energy, Inc.",cheniere-energy-partners,stock,['common'],486344794.15000004,USD,230.05,100,1,false,0,-0.3379110167655855,2114083,1.0148569902299607,50557654609.136154,USD,13.40766168748288,17.1581,-8.592996681068236,0.838279253130009,Industrial services,america,Industrial Services,1.259259
