,ticker,name,description,logoid,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
35,NASDAQ:QCOM,QCOM,QUALCOMM Incorporated,qualcomm,stock,['common'],12334000000.0,USD,147.97,100,1,false,0,USD,0.27785307671455445,6212752,159659627358.68134,14.271247251263455,10.3684,34.39970964145905,2.33125508267823,Electronic technology,Electronic Technology,america,1.576923,0.5816093547637117
36,NYSE:JEF,JEF,Jefferies Financial Group Inc.,jefferies-financial,stock,['common'],12311707000.0,USD,58.89,100,1,false,0,USD,0.7010943912448764,2401173,12147841613.423904,22.321191676458326,2.6383,45.16892263673381,2.56497948016416,Finance,Finance,america,1.8,1.814289800920032
37,NYSE:GE,GE,GE Aerospace,ge-aerospace,stock,['common'],11859000000.0,USD,275.2,100,1,false,0,USD,0.0690883967855706,3359284,291832914269.05493,38.41590239680612,7.1637,70.00973016588746,0.465437620450165,Electronic technology,Electronic Technology,america,1.263158,0.807363144649841
38,NYSE:HPE,HPE,Hewlett Packard Enterprise Company,hewlett-packard-enterprise,stock,['common'],11788000000.0,USD,20.59,100,1,false,0,USD,-1.0571840461316622,15792069,27018518019.65449,21.272858766401487,0.9679,-29.44306750255139,2.49879865449303,Electronic technology,Electronic Technology,america,1.571429,1.0056012419426708
39,NASDAQ:MELI,MELI,"MercadoLibre, Inc.",mercadolibre,stock,['common'],11522000000.0,USD,2292.04,100,1,false,0,USD,-2.6197051450907023,351380,116200411852.2005,56.600288429245936,40.4952,46.38283105418974,0.0,Retail trade,Retail Trade,america,1.196429,0.8224018731420887
40,NASDAQ:ABNB,ABNB,"Airbnb, Inc.",airbnb,stock,['common'],11381000000.0,USD,118.3,100,1,false,0,USD,-2.2475623863824152,6576407,73497369829.50917,28.541787299749082,4.1448,-43.55978593896809,0.0,Consumer services,Consumer Services,america,1.888889,0.9839941324302613
41,NYSE:ORCL,ORCL,Oracle Corporation,oracle,stock,['common'],11203000000.0,USD,252.68,100,1,false,0,USD,1.0517896420715838,9010808,709735933075.7008,58.20912713953327,4.3409,17.115877512478086,0.719856028794241,Technology services,Technology Services,america,1.406977,0.8843663033967898
42,NASDAQ:MRX,MRX,Marex Group plc,canadian-imperial-bank-of-commerce,stock,['common'],10880100000.1394,USD,34.99,100,1,false,0,USD,-1.1861056198813744,1567477,2492397337.1496754,12.867755222124156,2.7192,,0.790737079920927,Technology services,Technology Services,america,1.0625,1.1358123220670449
43,NASDAQ:MU,MU,"Micron Technology, Inc.",micron-technology,stock,['common'],10811000000.0,USD,123.72,100,1,false,0,USD,4.062578854403228,35039603,138458159391.85464,22.330920708264895,5.5403,,0.386912271847927,Electronic technology,Electronic Technology,america,1.280488,1.8176045156613432
44,NASDAQ:HON,HON,Honeywell International Inc.,honeywell,stock,['common'],10677000000.0,USD,216.45,100,1,false,0,USD,0.06472192686421634,2410291,137423355703.35445,24.608615573518875,8.7957,0.3021940427861197,2.06647866487911,Electronic technology,Electronic Technology,america,1.52,0.6878166339013464
45,NYSE:T,T,AT&T Inc.,at-and-t,stock,['common'],10571000000.0,USD,28.14,100,1,false,0,USD,0.2136752136752218,20600880,201211854238.3654,16.0415003990423,1.7542,0.7639726578206727,3.95299145299145,Communications,Communications,america,1.466667,0.6440462000999708
46,NASDAQ:TMUS,TMUS,"T-Mobile US, Inc.",t-mobile,stock,['common'],10501000000.0,USD,248.87,100,1,false,0,USD,1.5878847252837027,3976185,280083008034.90967,23.46966682069805,10.6039,32.77280410693043,1.34296677279778,Communications,Communications,america,1.5,0.9926735561896621
47,NASDAQ:PYPL,PYPL,"PayPal Holdings, Inc.",paypal,stock,['common'],10008000000.0,USD,67.08,100,1,false,0,USD,-0.842572062084268,10115505,64086781628.26784,14.361565470583198,4.6708,13.149224806201543,0.0,Commercial services,Commercial Services,america,1.666667,0.6104877255273649
48,NYSE:MA,MA,Mastercard Incorporated,mastercard,stock,['common'],9909000000.0,USD,573.59,100,1,false,0,USD,-0.12710683939267622,2116676,518532155006.09045,38.692552093522124,14.8243,13.273274650039731,0.511909736732135,Finance,Finance,america,1.365854,0.7149501807459308
49,NYSE:SPOT,SPOT,Spotify Technology S.A.,spotify-technology,stock,['common'],9794604400.00874,USD,689.23,100,1,false,0,USD,-2.360141098471429,1313623,139718826830.4338,165.6444519214593,4.1609,69.44534940544061,0.0,Technology services,Technology Services,america,1.47561,0.3412287599790975
50,NASDAQ:COIN,COIN,"Coinbase Global, Inc.",coinbase,stock,['common'],9762402000.0,USD,319.62,100,1,false,0,USD,2.9239389450634325,14641563,82122573971.11604,30.92059438123984,10.3368,85.9671848013817,0.0,Finance,Finance,america,1.723684,1.0204454174378113
51,NASDAQ:CMCSA,CMCSA,Comcast Corporation,comcast,stock,['common'],9714000000.0,USD,31.41,100,1,false,0,USD,-0.8209662140827331,19952014,115972209021.35616,5.187191386058494,6.0553,61.35848855490713,4.04167982317651,Consumer services,Consumer Services,america,1.633333,0.7362936045151365
52,NYSE:ACN,ACN,Accenture plc,accenture,stock,['common'],9637395000.0,USD,238.61,100,1,false,0,USD,-0.24665551839463837,4674722,148618871576.62048,18.990505145367578,12.5647,15.009748372982829,2.47491638795987,Technology services,Technology Services,america,1.5,0.8489535548480219
53,NYSE:PG,PG,Procter & Gamble Company (The),procter-and-gamble,stock,['common'],9556000000.0,USD,154.98,100,1,false,0,USD,0.9575923392612852,7331174,363020734793.37616,23.81852551984877,6.5067,8.1008788689339,2.68816363754804,Consumer non-durables,Consumer Non-Durables,america,1.44,0.8917661792754882
54,NYSE:BLK,BLK,"BlackRock, Inc.",blackrock,stock,['common'],9478000000.0,USD,1127.93,100,1,false,0,USD,0.26311812759451686,575680,174663732010.48572,27.261741040892733,41.3741,2.7180214154665037,1.83293776722935,Finance,Finance,america,1.25,1.2893660004972194
55,NASDAQ:AVGO,AVGO,Broadcom Inc.,broadcom,stock,['common'],9472000000.0,USD,303.9,100,1,false,0,USD,-0.350854182378611,12388552,1429384900790.0496,114.23953086234117,2.6602,14.446738943383252,0.754172541561465,Electronic technology,Electronic Technology,america,1.180851,0.6945735934819023
56,NASDAQ:AAL,AAL,"American Airlines Group, Inc.",american-airlines-group,stock,['common'],9380000000.0,USD,11.58,100,1,false,0,USD,-0.34423407917383086,51190888,7640817387.402754,14.888146052969914,0.7778,,0.0,Transportation,Transportation,america,1.58,0.7795144998990877
57,NYSE:WMT,WMT,Walmart Inc.,walmart,stock,['common'],9311000000.0,USD,103.94,100,1,false,0,USD,0.20244866480284754,12856107,829484670515.6726,44.59030459030459,2.331,-0.4186602870813505,0.853176515954883,Retail trade,Retail Trade,america,1.178571,0.8123254910350144
58,NYSE:DE,DE,Deere & Company,deere,stock,['common'],9263000000.0,USD,506.98,100,1,false,0,USD,-0.6642239943570324,1098082,137303899985.94353,24.52650369847175,20.6707,-37.75704086456667,1.24027666202951,Producer manufacturing,Producer Manufacturing,america,1.66,0.9819441292263592
59,NYSE:NKE,NKE,"Nike, Inc.",nike,stock,['common'],9151000000.0,USD,74.02,100,1,false,0,USD,-0.22914139371883235,6984352,109320418955.73555,34.2796276571111,2.1593,-42.05243807530258,2.11618816552096,Consumer non-durables,Consumer Non-Durables,america,1.657895,0.5962443959778405
60,NYSE:MDT,MDT,Medtronic plc.,medtronic,stock,['common'],8965000000.0,USD,92.74,100,1,false,0,USD,-0.15073212747631412,6782956,118824491303.43282,25.636489288182442,3.6175,30.98815946699498,3.02540913006029,Health technology,Health Technology,america,1.614286,1.0690973629485678
61,NYSE:BRO,BRO,"Brown & Brown, Inc.",brown-and-brown,stock,['common'],8893000000.0,USD,94.6,100,1,false,0,USD,1.0144153764014827,2979959,31203129762.86599,27.279543226252954,3.4678,-0.18134193028410156,0.619327282434597,Finance,Finance,america,1.75,0.5971198310151673
62,NYSE:ANET,ANET,"Arista Networks, Inc.",arista-networks,stock,['common'],8844400000.0,USD,137.65,100,1,false,0,USD,-1.0992958758442313,7835202,173007507210.82953,54.12898151789225,2.543,31.843633347158857,0.0,Electronic technology,Electronic Technology,america,1.224138,0.6123308085088046
63,NASDAQ:EXPE,EXPE,"Expedia Group, Inc.",expedia,stock,['common'],8822000000.0,USD,192.63,100,1,false,0,USD,-1.3469220526477494,2347787,24487297243.53073,23.571087698689475,8.1723,46.08000858000857,0.409710130082966,Consumer services,Consumer Services,america,1.662162,0.9873094000382177
64,NYSE:MRK,MRK,"Merck & Company, Inc.",merck-and-co,stock,['common'],8665000000.0,USD,80.03,100,1,false,0,USD,-0.8179452224563101,8210412,199897595794.06046,12.338693513821864,6.4861,20.20645687386486,3.96579501797001,Health technology,Health Technology,america,1.519231,0.5882065279337871
65,NYSE:UBER,UBER,"Uber Technologies, Inc.",uber,stock,['common'],8561000000.0,USD,90.58,100,1,false,0,USD,1.1389012952210764,16664086,188897220803.21436,15.368953289105315,5.8937,534.0720817643895,0.0,Transportation,Transportation,america,1.245614,0.7506705569796329
66,NASDAQ:PCAR,PCAR,PACCAR Inc.,paccar,stock,['common'],8463600000.0,USD,97.15,100,1,false,0,USD,-0.19519211012944085,1409515,51013792764.977394,16.65009940357853,5.8348,-38.17823502611754,1.29443188822683,Producer manufacturing,Producer Manufacturing,america,1.761905,0.5095802231615864
67,NASDAQ:NFLX,NFLX,"Netflix, Inc.",netflix,stock,['common'],8393544000.0,USD,1218.31,100,1,false,0,USD,0.5504935459377245,2454151,517692004051.14343,51.91787301682,23.4661,46.643877991013696,0.0,Technology services,Technology Services,america,1.472222,0.7806150289046728
68,NYSE:AMP,AMP,"Ameriprise Financial, Inc.",ameriprise-financial,stock,['common'],8381000000.0,USD,506.65,100,1,false,0,USD,0.3346799746514571,356984,47762685404.83504,15.763011912873306,32.1417,10.109384153172075,1.19613434727503,Finance,Finance,america,1.733333,0.8783164698854348
69,NASDAQ:AMGN,AMGN,Amgen Inc.,amgen,stock,['common'],8028000000.0,USD,285.09,100,1,false,0,USD,-1.0894077646324265,1854469,153481593490.3948,23.3240611961057,12.223,110.59251218965905,3.2127120702217,Health technology,Health Technology,america,1.621212,0.7885404805053546
70,NASDAQ:WDAY,WDAY,"Workday, Inc.",workday,stock,['common'],7986000000.0,USD,213.69,100,1,false,0,USD,-3.773584905660375,5092521,57055231882.188675,117.99558255107675,1.811,-67.30515787763356,0.0,Technology services,Technology Services,america,1.365854,1.748925587154913
71,NASDAQ:PEP,PEP,"PepsiCo, Inc.",pepsico,stock,['common'],7973000000.0,USD,144.87,100,1,false,0,USD,-0.23414365401832066,5772508,198338233348.5059,26.412032816773017,5.485,-20.436907991122585,3.77900971007506,Consumer non-durables,Consumer Non-Durables,america,1.770833,0.7248445723807817
72,NYSE:GEV,GEV,GE Vernova Inc.,ge-verona,stock,['common'],7892000000.0,USD,650.76,100,1,false,0,USD,0.25728327350597896,1687084,177152457215.25085,155.71773826900528,4.1791,-3.2257317525009155,0.115546380317059,Producer manufacturing,Producer Manufacturing,america,1.458333,0.6708102678403686
73,NYSE:DELL,DELL,Dell Technologies Inc.,dell,stock,['common'],7853000000.0,USD,138.32,100,1,false,0,USD,0.515950875663091,4400684,93898457466.41725,22.053571428571427,6.272,28.1045751633987,1.40978126589637,Electronic technology,Electronic Technology,america,1.25,0.9374414922396488
74,NASDAQ:ADP,ADP,"Automatic Data Processing, Inc.",automatic-data-processing,stock,['common'],7846600000.0,USD,303.72,100,1,false,0,USD,-0.6834308884601469,1265718,123019705099.38066,30.424939394546513,9.9826,9.671182008942795,1.96854255910533,Technology services,Technology Services,america,1.911765,0.7090966784696503
75,NASDAQ:ZM,ZM,"Zoom Communications, Inc.",zoom-video-communications,stock,['common'],7810848000.0,USD,69.77,100,1,false,0,USD,-2.515020259885423,2186944,21108748041.668438,20.949435503242853,3.3304,23.852733358125697,0.0,Technology services,Technology Services,america,1.661765,0.9215196184414998
76,NASDAQ:DASH,DASH,"DoorDash, Inc.",doordash,stock,['common'],7749000000.0,USD,256.09,100,1,false,0,USD,-1.1960337976002249,4738319,109419635914.1533,142.47802381217312,1.7974,,0.0,Transportation,Transportation,america,1.4,1.1481788632708934
77,NASDAQ:RIVN,RIVN,"Rivian Automotive, Inc.",rivian,stock,['common'],7508000000.0,USD,11.93,100,1,false,0,USD,1.1874469889737114,40333802,14476267386.256998,,-3.2344,45.634853934850575,0.0,Consumer durables,Consumer Durables,america,1.83871,0.9489588806056772
78,NASDAQ:REGN,REGN,"Regeneron Pharmaceuticals, Inc.",regeneron-pharmaceuticals,stock,['common'],7489400000.0,USD,545.94,100,1,false,0,USD,-3.0301953818827614,1103960,57862783930.328316,13.755933843316301,39.6876,5.100976129063016,0.312611012433393,Health technology,Health Technology,america,1.357143,1.0934719636605499
79,NYSE:XYZ,XYZ,"Block, Inc.",block,stock,['common'],7443154000.0,USD,73.03,100,1,false,0,USD,-0.4905300449652534,10159613,44914397305.27661,15.62239288082658,4.6747,264.04485631960125,0.0,Commercial services,Commercial Services,america,1.512195,1.014786806046418
80,NYSE:ABT,ABT,Abbott Laboratories,abbott,stock,['common'],7282000000.0,USD,131.36,100,1,false,0,USD,-2.174560619600825,7125712,228626690108.83173,16.427392326546947,7.9964,152.38771580974026,1.72773309502532,Health technology,Health Technology,america,1.453125,1.2411632346808443
81,NYSE:BG,BG,Bunge Limited,bunge,stock,['common'],7159000000.0,USD,82.22,100,1,false,0,USD,-0.8680974198215565,1579478,16449099087.325777,8.212063403282029,10.0121,13.464415231187674,3.30359295876537,Process industries,Process Industries,america,1.454545,0.6859241113739136
82,NASDAQ:GRAB,GRAB,Grab Holdings Limited,grab,stock,['common'],7157000000.0,USD,4.82,100,1,false,0,USD,-1.2295081967213035,18061986,19646320460.270493,181.8867924528302,0.0265,,0.0,Transportation,Transportation,america,1.241379,0.4658936957546468
83,NYSE:LYV,LYV,"Live Nation Entertainment, Inc.",live-nation,stock,['common'],7069600000.0,USD,154.47,100,1,false,0,USD,0.8750734669888353,3040988,35801789473.904655,67.09377578942797,2.3023,120.10516252390056,0.0,Consumer services,Consumer Services,america,1.26087,1.3417401931575215
84,NYSE:CPNG,CPNG,"Coupang, Inc.",coupang,stock,['common'],6889000000.00005,USD,27.67,100,1,false,0,USD,-0.5749191519942386,6934250,50444213863.27633,139.32527693857,0.1986,-65.78221915920055,0.0,Retail trade,Retail Trade,america,1.333333,0.5110895392683598
85,NASDAQ:AMAT,AMAT,"Applied Materials, Inc.",applied-materials,stock,['common'],6747000000.0,USD,184.38,100,1,false,0,USD,-0.26505111700114087,7815554,147964608481.6039,22.44130426844853,8.2161,-5.589198506176383,0.897928273922216,Producer manufacturing,Producer Manufacturing,america,1.385714,1.3113341457156247
86,NYSE:NEM,NEM,Newmont Corporation,newmont,stock,['common'],6655000000.0,USD,68.87,100,1,false,0,USD,-0.15946651203247234,7909432,75650235004.34706,12.364674410671647,5.5699,,1.44969556393157,Non-energy minerals,Non-Energy Minerals,america,1.444444,0.8033953866252284
87,NASDAQ:GILD,GILD,"Gilead Sciences, Inc.",gilead,stock,['common'],6523000000.0,USD,120.47,100,1,false,0,USD,0.8876978477514466,7950496,149480009992.18976,23.963637810311905,5.0272,514.4219017355169,2.6128464952684,Health technology,Health Technology,america,1.28,1.105845805278767
88,NYSE:ABBV,ABBV,AbbVie Inc.,abbvie,stock,['common'],6467000000.0,USD,198.7,100,1,false,0,USD,0.32819994950768855,6068005,351015125220.5932,94.5605101603769,2.1013,-29.71770687002474,3.26685180509972,Health technology,Health Technology,america,1.465517,1.1003932070904578
89,NYSE:TMO,TMO,Thermo Fisher Scientific Inc,thermo-fisher-scientific,stock,['common'],6393000000.0,USD,462.39,100,1,false,0,USD,0.3624761243271312,1706666,174604069360.71198,26.76348187464186,17.2769,7.168821179564793,0.355964577183539,Health technology,Health Technology,america,1.285714,0.6789779203455151
90,NASDAQ:VRTX,VRTX,Vertex Pharmaceuticals Incorporated,vertex-pharmaceutical,stock,['common'],6392600000.0,USD,374.46,100,1,false,0,USD,2.1607464396791505,2792700,96008047103.03224,26.76568765501812,13.9903,,0.0,Health technology,Health Technology,america,1.455882,0.8450386891070679
91,NASDAQ:LRCX,LRCX,Lam Research Corporation,lam-research,stock,['common'],6390659000.0,USD,102.0,100,1,false,0,USD,0.2457002457002457,8635796,130470040283.49876,24.52866487110427,4.1584,43.358499672492854,0.904176904176904,Producer manufacturing,Producer Manufacturing,america,1.290323,0.6898800269813699
92,NYSE:GME,GME,GameStop Corporation,gamestop,stock,['common'],6389300000.0,USD,22.41,100,1,false,0,USD,0.628648405927259,5204707,10024806771.804222,48.59063313096271,0.4612,465.8895705521472,0.0,Retail trade,Retail Trade,america,2.75,0.7299636864346585
93,NYSE:UPS,UPS,"United Parcel Service, Inc.",united-parcel,stock,['common'],6286000000.0,USD,86.31,100,1,false,0,USD,-0.4153686396677044,8694442,72994700211.14954,12.831529495718364,6.7264,9.782928023502532,7.54586362062998,Transportation,Transportation,america,1.632353,0.732212519547413
94,NASDAQ:INTU,INTU,Intuit Inc.,intuit,stock,['common'],6174000000.0,USD,706.09,100,1,false,0,USD,-5.728971962616818,3195060,196961680851.62225,57.45707543331435,12.289,13.566213843452546,0.555407209612817,Technology services,Technology Services,america,1.308824,2.0604821076446576
95,NYSE:NOW,NOW,"ServiceNow, Inc.",servicenow,stock,['common'],6141000000.0,USD,856.37,100,1,false,0,USD,-1.8498355319709787,2369373,178124961993.42984,107.78593095115228,7.9451,43.675292500768556,0.0,Technology services,Technology Services,america,1.195652,1.4604317956895876
96,NYSE:VEEV,VEEV,Veeva Systems Inc.,veeva-systems,stock,['common'],6068417000.0,USD,276.96,100,1,false,0,USD,-1.832488569099357,780788,45258660857.021095,58.68915683075162,4.7191,39.17364633714758,0.0,Technology services,Technology Services,america,1.483871,0.6693187228502993
97,NASDAQ:PLTR,PLTR,Palantir Technologies Inc.,palantir,stock,['common'],6009437000.0,USD,182.68,100,1,false,0,USD,-2.2892597347026107,56004893,431305531678.12946,607.1119973413095,0.3009,77.10417892878164,0.0,Technology services,Technology Services,america,1.913793,0.8110448499984418
98,NYSE:ADM,ADM,Archer-Daniels-Midland Company,archer-daniels-midland,stock,['common'],5953000000.0,USD,58.28,100,1,false,0,USD,0.7607192254495119,3063287,28001469824.67358,25.651408450704228,2.272,-54.455247068256995,3.49239280774551,Process industries,Process Industries,america,1.964286,0.8786027080111423
99,NASDAQ:LPLA,LPLA,LPL Financial Holdings Inc.,lpl-finl,stock,['common'],5918283000.0,USD,370.65,100,1,false,0,USD,0.21901362751460154,409230,29653521082.096848,25.351043383695718,14.6207,14.094970541183805,0.324464633354964,Finance,Finance,america,1.375,0.3776400335532381
100,NYSE:KR,KR,Kroger Company (The),kroger,stock,['common'],5917000000.0,USD,74.35,100,1,false,0,USD,0.1481681034482751,4588513,49156934007.41042,20.208197434224832,3.6792,25.351776770808492,1.72413793103448,Retail trade,Retail Trade,america,1.576923,0.7011968526077236
101,NASDAQ:AMD,AMD,"Advanced Micro Devices, Inc.",advanced-micro-devices,stock,['common'],5867000000.0,USD,172.28,100,1,false,0,USD,-0.2778420930770953,70571766,279583512359.7696,99.16537155356012,1.7373,109.26282823416045,0.0,Electronic technology,Electronic Technology,america,1.330357,0.8521934900649538
102,NASDAQ:SHOP,SHOP,Shopify Inc.,shopify,stock,['common'],5832950954.999999,USD,147.5,100,1,false,0,USD,-1.4103335338546978,10128117,191700473986.91818,81.40784912956521,1.8118645999999998,86.71901922731294,0.0,Commercial services,Commercial Services,america,1.471698,0.8692664907166192
103,NASDAQ:GLXY,GLXY,Galaxy Digital Inc.,galaxy-digital,stock,['common'],5726732116.329249,USD,28.48,100,1,false,0,USD,2.519798416126707,11404931,10716641374.771158,,-2.2234784,-182.97275812389188,0.0,Finance,Finance,america,1.076923,1.1398501902971665
104,NASDAQ:ADBE,ADBE,Adobe Inc.,adobe,stock,['common'],5713000000.0,USD,333.65,100,1,false,0,USD,-2.169769828470909,4362215,141534329007.02313,21.336121449308724,15.6378,40.438257745846435,0.0,Technology services,Technology Services,america,1.428571,1.0585414711472487
105,NYSE:WEX,WEX,WEX Inc.,wex,stock,['common'],5666800000.0,USD,167.11,100,1,false,0,USD,-0.6834660644240921,283766,5725909115.631404,21.11601106913153,7.9139,36.61614417898081,0.0,Commercial services,Commercial Services,america,1.933333,0.6297538184231942
106,NYSE:FDX,FDX,FedEx Corporation,fedex,stock,['common'],5572000000.0,USD,224.61,100,1,false,0,USD,-1.5084411313308475,1520568,52985296129.05687,13.319694004625513,16.863,-2.1697511167836563,2.45121683841263,Transportation,Transportation,america,1.424242,0.7408592628163652
107,NYSE:CPAY,CPAY,"Corpay, Inc.",fleetcor-technologies,stock,['common'],5531358000.0,USD,303.77,100,1,false,0,USD,0.6861120318196862,522773,21450531045.274143,20.640054357057924,14.7175,6.919723937522694,0.0,Commercial services,Commercial Services,america,1.382353,0.8417024907823343
108,NYSE:CAT,CAT,"Caterpillar, Inc.",caterpillar,stock,['common'],5442000000.0,USD,408.54,100,1,false,0,USD,-1.915874387784491,3416075,191392382272.49237,20.774347083231632,19.6656,-10.421164830960112,1.37808508595025,Producer manufacturing,Producer Manufacturing,america,1.615385,0.9902216311427141
109,NYSE:DIS,DIS,Walt Disney Company (The),walt-disney,stock,['common'],5367000000.0,USD,112.55,100,1,false,0,USD,0.10673307835985978,8527078,202357454004.13275,17.64549103223379,6.3784,144.60806872219663,0.88944231966557,Consumer services,Consumer Services,america,1.28125,0.8134974196139866
110,NASDAQ:TXN,TXN,Texas Instruments Incorporated,texas-instruments,stock,['common'],5359000000.0,USD,183.71,100,1,false,0,USD,-1.8747997008866524,6457540,167017597392.51736,33.582553378180755,5.4704,-5.108501448420618,2.90567247088986,Electronic technology,Electronic Technology,america,1.6875,0.9287495916475503
111,NASDAQ:FOX,FOX,Fox Corporation,fox-corporation,stock,['common'],5351000000.0,USD,49.63,100,1,false,0,USD,0.8944907501524799,687812,23135102948.4934,10.109590157255765,4.9092,56.65326440742869,1.09778410245985,Consumer services,Consumer Services,america,1.727273,0.506702045315228
112,NYSE:COP,COP,ConocoPhillips,conocophillips,stock,['common'],5340000000.0,USD,93.53,100,1,false,0,USD,-0.4046427430518533,6491363,116813574202.41083,12.547962113284498,7.4538,-17.014028056112217,3.32232989032052,Energy minerals,Energy Minerals,america,1.203125,0.9060202734252839
113,NASDAQ:ISRG,ISRG,"Intuitive Surgical, Inc.",intuitive-surgical,stock,['common'],5326500000.0,USD,471.85,100,1,false,0,USD,0.3765316541865297,1418205,169147132384.46808,65.8438223884346,7.1662,23.0481292604612,0.0,Health technology,Health Technology,america,1.454545,0.6397267561727642
114,NYSE:EOG,EOG,"EOG Resources, Inc.",eog,stock,['common'],5216000000.0,USD,116.84,100,1,false,0,USD,0.48159614723082406,3043147,63793869144.38219,11.361006582849587,10.2843,-20.637872626112188,3.29807361541108,Energy minerals,Energy Minerals,america,1.457143,0.9975886925128766
115,NASDAQ:SMCI,SMCI,"Super Micro Computer, Inc.",super-micro-computer,stock,['common'],5169911000.0,USD,45.2,100,1,false,0,USD,1.345291479820631,31797697,26976155814.9148,27.27492155442916,1.6572,-12.957613320027308,0.0,Electronic technology,Electronic Technology,america,1.789474,0.5715279849579475
116,NASDAQ:MRNA,MRNA,"Moderna, Inc.",moderna,stock,['common'],5132000000.0,USD,25.47,100,1,false,0,USD,-2.4885145482389053,8751807,9909861358.289816,,-7.5183,51.13163642036296,0.0,Health technology,Health Technology,america,1.928571,0.9767987763316527
117,NYSE:RKT,RKT,"Rocket Companies, Inc.",rocket-companies,stock,['common'],5113322000.0,USD,17.11,100,1,false,0,USD,1.7846519928613964,9828791,4373804442.15229,,-0.0487,-162.59640102827765,0.0,Finance,Finance,america,1.9,0.4303778184134188
118,NYSE:QXO,QXO,"QXO, Inc.",qxo,stock,['common'],5085172000.0,USD,19.27,100,1,false,0,USD,-0.051867219917020556,7313888,12917324577.021265,,-0.9603,48.10030805815273,0.0,Distribution services,Distribution Services,america,1.0625,1.3283527877156036
119,NASDAQ:WBD,WBD,"Warner Bros. Discovery, Inc. - Series A",warner-bros-discovery,stock,['common'],4927000000.0,USD,10.78,100,1,false,0,USD,-1.1915673693858917,39448320,26688824123.323555,35.6953642384106,0.302,,0.0,Consumer services,Consumer Services,america,1.464286,0.6423751215136042
120,NASDAQ:ROIV,ROIV,Roivant Sciences Ltd.,roivant-sciences,stock,['common'],4889249000.0,USD,11.17,100,1,false,0,USD,-2.7850304612706727,7318009,7593433889.101827,,-0.2486,-104.90606251973476,0.0,Health technology,Health Technology,america,1.090909,1.9243831936075424
121,NASDAQ:LIN,LIN,Linde plc,linde,stock,['common'],4786000000.0,USD,470.38,100,1,false,0,USD,-0.4318191439820542,1069157,220565678469.17697,33.438068698817105,14.0672,7.060390425815289,1.22348757461581,Process industries,Process Industries,america,1.383333,0.708003543073802
122,NYSE:RTX,RTX,RTX Corporation,raytheon,stock,['common'],4782000000.0,USD,154.8,100,1,false,0,USD,-0.03874467260751793,3572429,207206282310.47656,34.01151294107308,4.5514,163.33024762786394,1.65956347668862,Electronic technology,Electronic Technology,america,1.442308,0.822738640344463
123,NYSE:FCX,FCX,"Freeport-McMoRan, Inc.",freeport-mcmoran,stock,['common'],4720000000.0,USD,41.47,100,1,false,0,USD,-0.9553379508000922,10676478,59559220580.52735,31.411907286774728,1.3202,-0.39233438961821876,1.43300692620014,Non-energy minerals,Non-Energy Minerals,america,1.404762,0.5211139006952098
124,NASDAQ:CRWD,CRWD,"CrowdStrike Holdings, Inc.",crowdstrike,stock,['common'],4614153000.0,USD,426.43,100,1,false,0,USD,0.4570190110485518,2522967,106286894238.63191,,-0.6987,-231.3099041533546,0.0,Technology services,Technology Services,america,1.471698,0.8728254840975552
125,NYSE:VLO,VLO,Valero Energy Corporation,valero-energy,stock,['common'],4564000000.0,USD,131.77,100,1,false,0,USD,-1.1403706204516333,2122265,40934580869.628555,54.6400729805938,2.4116,-86.21659312772914,3.34608747843049,Energy minerals,Energy Minerals,america,1.454545,0.7583280247471418
126,NASDAQ:FTNT,FTNT,"Fortinet, Inc.",fortinet,stock,['common'],4562900000.0,USD,74.57,100,1,false,0,USD,0.24196800645247024,13424096,57077103676.586365,29.760146865147462,2.5057,48.05601512644766,0.0,Technology services,Technology Services,america,1.804348,1.311411555242866
127,NASDAQ:SATS,SATS,EchoStar Corporation,echostar,stock,['common'],4517098000.0,USD,27.48,100,1,false,0,USD,1.4771048744460935,1301977,7906447603.559823,,-1.1235,85.80973551923611,0.0,Communications,Communications,america,1.75,0.37914702294147923
128,NASDAQ:SBUX,SBUX,Starbucks Corporation,starbucks,stock,['common'],4505900000.0,USD,91.74,100,1,false,0,USD,-0.4125054277030066,9502675,104280856629.67607,39.67649857278782,2.3122,-35.1943720395751,2.60529743812419,Consumer services,Consumer Services,america,1.697368,0.6165376134414805
129,NASDAQ:KLAC,KLAC,KLA Corporation,kla-tencor,stock,['common'],4494623000.0,USD,910.18,100,1,false,0,USD,-0.5050284215128995,814079,120363512088.18951,29.942692467118896,30.3974,49.80878033394445,0.737866200262353,Electronic technology,Electronic Technology,america,1.566667,0.7204504803407347
130,NASDAQ:IEP,IEP,Icahn Enterprises L.P.,icahn-enterprises,stock,['common'],4476000000.0,USD,9.29,100,1,false,0,USD,0.21574973031283254,508350,5327070769.782092,,-1.2328,-6.846940544288435,26.9687162891046,Energy minerals,Energy Minerals,america,1.0,0.6351427143876848
